request_id,version_id,client_id,delivery_point_id,request_date,deadline,status,actual_completion,priority,file_size_gb
DELIVERY_002902,VER_TITLE_002754_001,CLIENT_00189,DP_00065,2026-05-06T22:32:48.049870,2026-05-13T22:32:48.049870,Completed,2026-05-19T22:32:48.049892,High,57.84
DELIVERY_002903,VER_TITLE_001498_002,CLIENT_00041,DP_00047,2026-04-05T22:32:48.050547,2026-05-03T22:32:48.050547,Pending,,High,359.69
DELIVERY_002904,VER_TITLE_003358_001,CLIENT_00057,DP_00084,2026-03-02T22:32:48.051166,2026-03-31T22:32:48.051166,Pending,,Medium,34.34
DELIVERY_002905,VER_TITLE_001326_003,CLIENT_00145,DP_00149,2026-05-14T22:32:48.051866,2026-05-26T22:32:48.051866,Failed,,Urgent,461.31
DELIVERY_002906,VER_TITLE_001815_000,CLIENT_00060,DP_00031,2026-05-16T22:32:48.052598,2026-06-03T22:32:48.052598,Pending,,High,113.26
DELIVERY_002907,VER_TITLE_001550_000,CLIENT_00111,DP_00119,2026-03-31T22:32:48.053278,2026-04-21T22:32:48.053278,Failed,,Low,300.39
DELIVERY_002908,VER_TITLE_000978_000,CLIENT_00176,DP_00060,2026-03-11T22:32:48.054040,2026-04-05T22:32:48.054040,Completed,2026-05-15T22:32:48.054060,Urgent,243.16
DELIVERY_002909,VER_TITLE_003001_000,CLIENT_00141,DP_00099,2026-05-07T22:32:48.054792,2026-05-20T22:32:48.054792,Completed,2026-05-20T22:32:48.054811,Low,338.12
DELIVERY_002910,VER_TITLE_000765_003,CLIENT_00191,DP_00092,2026-04-23T22:32:48.055534,2026-05-16T22:32:48.055534,Completed,2026-05-20T22:32:48.055552,Low,110.6
DELIVERY_002911,VER_TITLE_002295_002,CLIENT_00135,DP_00143,2026-05-21T22:32:48.056326,2026-06-14T22:32:48.056326,Completed,2026-05-16T22:32:48.056347,Medium,441.29
DELIVERY_002912,VER_TITLE_004003_001,CLIENT_00003,DP_00044,2026-04-06T22:32:48.057048,2026-05-06T22:32:48.057048,Delayed,,Medium,290.16
DELIVERY_002913,VER_TITLE_003814_003,CLIENT_00074,DP_00044,2026-05-13T22:32:48.057759,2026-06-08T22:32:48.057759,In Progress,,Low,163.02
DELIVERY_002914,VER_TITLE_002478_000,CLIENT_00073,DP_00029,2026-05-05T22:32:48.058518,2026-05-31T22:32:48.058518,In Progress,,High,438.42
DELIVERY_002915,VER_TITLE_001514_000,CLIENT_00024,DP_00051,2026-03-24T22:32:48.059276,2026-04-15T22:32:48.059276,Failed,,Low,438.02
DELIVERY_002916,VER_TITLE_004255_000,CLIENT_00029,DP_00036,2026-04-25T22:32:48.060381,2026-05-23T22:32:48.060381,Delayed,,Medium,133.85
DELIVERY_002917,VER_TITLE_002730_000,CLIENT_00169,DP_00048,2026-05-22T22:32:48.061341,2026-06-12T22:32:48.061341,Completed,2026-05-15T22:32:48.061376,High,478.38
DELIVERY_002918,VER_TITLE_003403_000,CLIENT_00197,DP_00080,2026-03-19T22:32:48.062087,2026-04-08T22:32:48.062087,Completed,2026-05-18T22:32:48.062105,Medium,110.58
DELIVERY_002919,VER_TITLE_002439_001,CLIENT_00032,DP_00108,2026-04-21T22:32:48.062755,2026-05-20T22:32:48.062755,Delayed,,Low,423.7
DELIVERY_002920,VER_TITLE_001429_000,CLIENT_00101,DP_00096,2026-03-11T22:32:48.063413,2026-03-29T22:32:48.063413,Pending,,Medium,68.1
DELIVERY_002921,VER_TITLE_000971_001,CLIENT_00072,DP_00094,2026-03-17T22:32:48.064924,2026-04-10T22:32:48.064924,In Progress,,Urgent,270.19
DELIVERY_002922,VER_TITLE_004915_001,CLIENT_00105,DP_00077,2026-05-19T22:32:48.065756,2026-06-06T22:32:48.065756,Pending,,Medium,130.11
DELIVERY_002923,VER_TITLE_004323_000,CLIENT_00093,DP_00130,2026-04-25T22:32:48.066480,2026-05-01T22:32:48.066480,In Progress,,Medium,98.67
DELIVERY_002924,VER_TITLE_004222_002,CLIENT_00025,DP_00082,2026-03-05T22:32:48.067200,2026-03-11T22:32:48.067200,Delayed,,High,478.87
DELIVERY_002925,VER_TITLE_003522_003,CLIENT_00039,DP_00037,2026-02-26T22:32:48.068249,2026-03-13T22:32:48.068249,Delayed,,Urgent,308.19
DELIVERY_002926,VER_TITLE_003027_000,CLIENT_00046,DP_00129,2026-04-09T22:32:48.069378,2026-05-07T22:32:48.069378,Pending,,Urgent,417.92
DELIVERY_002927,VER_TITLE_001965_000,CLIENT_00003,DP_00067,2026-03-20T22:32:48.070103,2026-03-31T22:32:48.070103,Pending,,High,111.37
DELIVERY_002928,VER_TITLE_004886_000,CLIENT_00042,DP_00003,2026-04-18T22:32:48.070754,2026-05-01T22:32:48.070754,Completed,2026-05-15T22:32:48.070771,Low,198.77
DELIVERY_002929,VER_TITLE_003020_004,CLIENT_00003,DP_00074,2026-05-19T22:32:48.071445,2026-06-12T22:32:48.071445,In Progress,,Low,69.23
DELIVERY_002930,VER_TITLE_000629_000,CLIENT_00156,DP_00130,2026-04-20T22:32:48.072211,2026-04-28T22:32:48.072211,Completed,2026-05-14T22:32:48.072232,Urgent,10.07
DELIVERY_002931,VER_TITLE_003002_001,CLIENT_00106,DP_00065,2026-03-27T22:32:48.072924,2026-04-20T22:32:48.072924,In Progress,,Medium,122.74
DELIVERY_002932,VER_TITLE_001752_002,CLIENT_00086,DP_00142,2026-04-02T22:32:48.073709,2026-04-10T22:32:48.073709,Pending,,High,297.69
DELIVERY_002933,VER_TITLE_000794_001,CLIENT_00041,DP_00050,2026-03-21T22:32:48.074544,2026-04-17T22:32:48.074544,Failed,,Urgent,493.34
DELIVERY_002934,VER_TITLE_000813_003,CLIENT_00194,DP_00006,2026-03-26T22:32:48.075321,2026-04-10T22:32:48.075321,Completed,2026-05-15T22:32:48.075343,Medium,232.84
DELIVERY_002935,VER_TITLE_003718_003,CLIENT_00142,DP_00049,2026-04-09T22:32:48.076527,2026-04-20T22:32:48.076527,Pending,,Urgent,186.66
DELIVERY_002936,VER_TITLE_004660_002,CLIENT_00138,DP_00110,2026-04-29T22:32:48.077276,2026-05-19T22:32:48.077276,Completed,2026-05-14T22:32:48.077295,Urgent,470.02
DELIVERY_002937,VER_TITLE_004088_000,CLIENT_00037,DP_00057,2026-04-03T22:32:48.078023,2026-04-19T22:32:48.078023,Pending,,Medium,468.88
DELIVERY_002938,VER_TITLE_000187_003,CLIENT_00054,DP_00059,2026-03-24T22:32:48.078762,2026-04-17T22:32:48.078762,Pending,,Medium,61.8
DELIVERY_002939,VER_TITLE_003136_000,CLIENT_00193,DP_00135,2026-02-25T22:32:48.079482,2026-03-06T22:32:48.079482,Delayed,,Medium,317.5
DELIVERY_002940,VER_TITLE_000997_000,CLIENT_00020,DP_00027,2026-03-03T22:32:48.080481,2026-03-09T22:32:48.080481,In Progress,,Low,352.19
DELIVERY_002941,VER_TITLE_001450_000,CLIENT_00146,DP_00014,2026-02-26T22:32:48.081385,2026-03-21T22:32:48.081385,Failed,,Medium,300.34
DELIVERY_002942,VER_TITLE_000862_000,CLIENT_00096,DP_00066,2026-04-07T22:32:48.082407,2026-04-20T22:32:48.082407,In Progress,,High,386.37
DELIVERY_002943,VER_TITLE_004064_001,CLIENT_00182,DP_00049,2026-04-08T22:32:48.083095,2026-05-06T22:32:48.083095,Failed,,Low,349.91
DELIVERY_002944,VER_TITLE_001443_002,CLIENT_00017,DP_00112,2026-05-06T22:32:48.083690,2026-05-23T22:32:48.083690,Pending,,Low,12.29
DELIVERY_002945,VER_TITLE_003456_001,CLIENT_00163,DP_00017,2026-03-13T22:32:48.084361,2026-04-06T22:32:48.084361,In Progress,,Medium,449.0
DELIVERY_002946,VER_TITLE_000734_000,CLIENT_00191,DP_00086,2026-05-16T22:32:48.084996,2026-05-30T22:32:48.084996,Pending,,High,195.65
DELIVERY_002947,VER_TITLE_003007_000,CLIENT_00163,DP_00147,2026-04-18T22:32:48.085629,2026-05-04T22:32:48.085629,In Progress,,Medium,350.47
DELIVERY_002948,VER_TITLE_003240_003,CLIENT_00184,DP_00104,2026-03-04T22:32:48.086320,2026-03-23T22:32:48.086320,Completed,2026-05-17T22:32:48.086337,High,88.34
DELIVERY_002949,VER_TITLE_004339_001,CLIENT_00162,DP_00140,2026-02-25T22:32:48.086950,2026-03-25T22:32:48.086950,Pending,,Urgent,182.49
DELIVERY_002950,VER_TITLE_004490_000,CLIENT_00021,DP_00116,2026-03-11T22:32:48.087542,2026-04-07T22:32:48.087542,In Progress,,High,48.34
DELIVERY_002951,VER_TITLE_002524_003,CLIENT_00132,DP_00032,2026-03-09T22:32:48.088226,2026-03-22T22:32:48.088226,Completed,2026-05-22T22:32:48.088243,Low,11.5
DELIVERY_002952,VER_TITLE_000078_000,CLIENT_00086,DP_00036,2026-02-26T22:32:48.088907,2026-03-12T22:32:48.088907,Delayed,,High,302.18
DELIVERY_002953,VER_TITLE_002421_000,CLIENT_00195,DP_00125,2026-05-13T22:32:48.089618,2026-06-11T22:32:48.089618,Delayed,,High,348.87
DELIVERY_002954,VER_TITLE_001094_001,CLIENT_00072,DP_00141,2026-02-24T22:32:48.090330,2026-03-12T22:32:48.090330,Failed,,High,299.57
DELIVERY_002955,VER_TITLE_002237_001,CLIENT_00023,DP_00117,2026-03-01T22:32:48.091011,2026-03-14T22:32:48.091011,In Progress,,Medium,151.24
DELIVERY_002956,VER_TITLE_004381_004,CLIENT_00115,DP_00031,2026-05-07T22:32:48.091998,2026-06-03T22:32:48.091998,In Progress,,Medium,58.22
DELIVERY_002957,VER_TITLE_002860_004,CLIENT_00189,DP_00127,2026-03-12T22:32:48.093206,2026-03-17T22:32:48.093206,In Progress,,Medium,204.36
DELIVERY_002958,VER_TITLE_003537_003,CLIENT_00034,DP_00131,2026-04-06T22:32:48.093798,2026-04-30T22:32:48.093798,Failed,,Medium,470.41
DELIVERY_002959,VER_TITLE_002843_000,CLIENT_00073,DP_00058,2026-04-23T22:32:48.094487,2026-05-06T22:32:48.094487,In Progress,,Medium,79.5
DELIVERY_002960,VER_TITLE_003026_003,CLIENT_00025,DP_00127,2026-02-23T22:32:48.095131,2026-03-17T22:32:48.095131,Failed,,High,337.96
DELIVERY_002961,VER_TITLE_000477_002,CLIENT_00176,DP_00009,2026-02-26T22:32:48.095728,2026-03-23T22:32:48.095728,Completed,2026-05-13T22:32:48.095744,Urgent,57.38
DELIVERY_002962,VER_TITLE_001694_000,CLIENT_00067,DP_00118,2026-02-24T22:32:48.096453,2026-03-22T22:32:48.096453,Delayed,,Medium,285.1
DELIVERY_002963,VER_TITLE_001953_000,CLIENT_00011,DP_00107,2026-05-09T22:32:48.097084,2026-05-14T22:32:48.097084,Completed,2026-05-19T22:32:48.097102,Medium,318.64
DELIVERY_002964,VER_TITLE_003577_003,CLIENT_00031,DP_00092,2026-05-05T22:32:48.097691,2026-05-30T22:32:48.097691,Pending,,High,176.8
DELIVERY_002965,VER_TITLE_004175_000,CLIENT_00185,DP_00006,2026-03-02T22:32:48.098345,2026-03-17T22:32:48.098345,In Progress,,Low,330.01
DELIVERY_002966,VER_TITLE_004805_002,CLIENT_00112,DP_00065,2026-05-21T22:32:48.099018,2026-06-15T22:32:48.099018,In Progress,,Low,404.48
DELIVERY_002967,VER_TITLE_000769_000,CLIENT_00189,DP_00045,2026-04-20T22:32:48.099616,2026-05-20T22:32:48.099616,Delayed,,Medium,208.48
DELIVERY_002968,VER_TITLE_000747_005,CLIENT_00059,DP_00058,2026-04-22T22:32:48.100214,2026-05-22T22:32:48.100214,Failed,,Low,381.59
DELIVERY_002969,VER_TITLE_002750_001,CLIENT_00067,DP_00010,2026-05-04T22:32:48.100908,2026-05-19T22:32:48.100908,Pending,,Medium,182.17
DELIVERY_002970,VER_TITLE_004408_005,CLIENT_00020,DP_00037,2026-04-07T22:32:48.101539,2026-04-30T22:32:48.101539,Completed,2026-05-20T22:32:48.101556,High,354.62
DELIVERY_002971,VER_TITLE_003988_001,CLIENT_00114,DP_00125,2026-03-29T22:32:48.102158,2026-04-21T22:32:48.102158,Failed,,Medium,236.33
DELIVERY_002972,VER_TITLE_003405_002,CLIENT_00115,DP_00077,2026-03-02T22:32:48.102859,2026-03-21T22:32:48.102859,Pending,,Medium,348.24
DELIVERY_002973,VER_TITLE_000510_001,CLIENT_00120,DP_00118,2026-05-07T22:32:48.103463,2026-06-06T22:32:48.103463,Delayed,,Medium,485.05
DELIVERY_002974,VER_TITLE_002259_003,CLIENT_00127,DP_00030,2026-04-29T22:32:48.104214,2026-05-05T22:32:48.104214,Completed,2026-05-16T22:32:48.104233,High,271.81
DELIVERY_002975,VER_TITLE_000394_004,CLIENT_00069,DP_00127,2026-03-07T22:32:48.105598,2026-03-18T22:32:48.105598,Completed,2026-05-21T22:32:48.105621,High,295.33
DELIVERY_002976,VER_TITLE_001944_001,CLIENT_00000,DP_00077,2026-03-11T22:32:48.106329,2026-03-23T22:32:48.106329,Pending,,Low,383.41
DELIVERY_002977,VER_TITLE_003278_000,CLIENT_00117,DP_00149,2026-04-05T22:32:48.107478,2026-05-03T22:32:48.107478,In Progress,,High,319.87
DELIVERY_002978,VER_TITLE_000316_000,CLIENT_00148,DP_00014,2026-03-20T22:32:48.108106,2026-04-04T22:32:48.108106,In Progress,,Low,46.3
DELIVERY_002979,VER_TITLE_001990_004,CLIENT_00182,DP_00027,2026-03-25T22:32:48.108758,2026-04-20T22:32:48.108758,In Progress,,Low,390.14
DELIVERY_002980,VER_TITLE_003752_003,CLIENT_00187,DP_00044,2026-04-30T22:32:48.109475,2026-05-19T22:32:48.109475,Completed,2026-05-16T22:32:48.109493,Urgent,268.36
DELIVERY_002981,VER_TITLE_001386_000,CLIENT_00023,DP_00025,2026-05-18T22:32:48.110121,2026-06-10T22:32:48.110121,In Progress,,Low,369.38
DELIVERY_002982,VER_TITLE_004474_000,CLIENT_00006,DP_00074,2026-03-03T22:32:48.110814,2026-03-28T22:32:48.110814,Completed,2026-05-17T22:32:48.110832,Low,128.78
DELIVERY_002983,VER_TITLE_001536_001,CLIENT_00021,DP_00012,2026-03-04T22:32:48.111438,2026-03-13T22:32:48.111438,Delayed,,Urgent,126.61
DELIVERY_002984,VER_TITLE_002953_002,CLIENT_00027,DP_00074,2026-04-16T22:32:48.112074,2026-05-02T22:32:48.112074,Failed,,Low,31.21
DELIVERY_002985,VER_TITLE_003418_000,CLIENT_00193,DP_00118,2026-04-01T22:32:48.112744,2026-04-16T22:32:48.112744,Pending,,High,275.49
DELIVERY_002986,VER_TITLE_000151_005,CLIENT_00167,DP_00109,2026-04-12T22:32:48.113387,2026-05-10T22:32:48.113387,Delayed,,Low,177.36
DELIVERY_002987,VER_TITLE_002317_002,CLIENT_00034,DP_00036,2026-05-04T22:32:48.114048,2026-05-21T22:32:48.114048,Pending,,Low,47.25
DELIVERY_002988,VER_TITLE_003277_000,CLIENT_00028,DP_00014,2026-03-20T22:32:48.114782,2026-03-29T22:32:48.114782,In Progress,,Medium,316.04
DELIVERY_002989,VER_TITLE_004188_000,CLIENT_00070,DP_00115,2026-03-24T22:32:48.115483,2026-04-08T22:32:48.115483,Completed,2026-05-17T22:32:48.115503,Urgent,272.41
DELIVERY_002990,VER_TITLE_001925_000,CLIENT_00174,DP_00133,2026-03-24T22:32:48.116243,2026-03-30T22:32:48.116243,Completed,2026-05-13T22:32:48.116263,High,27.65
DELIVERY_002991,VER_TITLE_004222_002,CLIENT_00069,DP_00023,2026-03-22T22:32:48.117060,2026-04-07T22:32:48.117060,Pending,,Medium,52.16
DELIVERY_002992,VER_TITLE_003380_002,CLIENT_00136,DP_00074,2026-03-21T22:32:48.117700,2026-04-10T22:32:48.117700,Pending,,Urgent,278.23
DELIVERY_002993,VER_TITLE_002248_001,CLIENT_00198,DP_00021,2026-04-04T22:32:48.118373,2026-04-29T22:32:48.118373,Delayed,,High,421.51
DELIVERY_002994,VER_TITLE_004594_000,CLIENT_00119,DP_00145,2026-03-05T22:32:48.119062,2026-04-01T22:32:48.119062,Pending,,Medium,388.95
DELIVERY_002995,VER_TITLE_004205_001,CLIENT_00100,DP_00028,2026-03-25T22:32:48.120049,2026-04-03T22:32:48.120049,Completed,2026-05-15T22:32:48.120071,Urgent,234.79
DELIVERY_002996,VER_TITLE_001019_000,CLIENT_00058,DP_00031,2026-05-01T22:32:48.120867,2026-05-16T22:32:48.120867,Completed,2026-05-16T22:32:48.120888,Low,288.93
DELIVERY_002997,VER_TITLE_001181_001,CLIENT_00089,DP_00140,2026-03-02T22:32:48.121757,2026-03-16T22:32:48.121757,Delayed,,Urgent,120.66
DELIVERY_002998,VER_TITLE_001111_003,CLIENT_00003,DP_00145,2026-03-21T22:32:48.122406,2026-03-28T22:32:48.122406,Pending,,High,162.89
DELIVERY_002999,VER_TITLE_003013_002,CLIENT_00054,DP_00063,2026-04-07T22:32:48.123300,2026-05-06T22:32:48.123300,Failed,,High,289.97
DELIVERY_003000,VER_TITLE_004257_000,CLIENT_00188,DP_00123,2026-04-29T22:32:48.123981,2026-05-09T22:32:48.123981,Failed,,High,402.38
DELIVERY_003001,VER_TITLE_004649_001,CLIENT_00013,DP_00092,2026-05-21T22:32:48.124673,2026-06-20T22:32:48.124673,Failed,,Urgent,260.51
DELIVERY_003002,VER_TITLE_001436_002,CLIENT_00039,DP_00042,2026-05-16T22:32:48.125486,2026-06-08T22:32:48.125486,Delayed,,High,447.46
DELIVERY_003003,VER_TITLE_002396_000,CLIENT_00196,DP_00086,2026-04-23T22:32:48.126162,2026-05-08T22:32:48.126162,Delayed,,Urgent,355.07
DELIVERY_003004,VER_TITLE_003464_004,CLIENT_00138,DP_00082,2026-03-04T22:32:48.126877,2026-03-22T22:32:48.126877,Failed,,Low,362.96
DELIVERY_003005,VER_TITLE_004835_002,CLIENT_00026,DP_00032,2026-04-14T22:32:48.127656,2026-05-14T22:32:48.127656,Failed,,High,63.85
DELIVERY_003006,VER_TITLE_000131_001,CLIENT_00185,DP_00124,2026-05-07T22:32:48.128426,2026-06-06T22:32:48.128426,Failed,,High,405.45
DELIVERY_003007,VER_TITLE_004295_000,CLIENT_00113,DP_00019,2026-03-04T22:32:48.129476,2026-03-24T22:32:48.129476,Delayed,,Medium,458.58
DELIVERY_003008,VER_TITLE_000673_000,CLIENT_00107,DP_00031,2026-02-23T22:32:48.130262,2026-03-14T22:32:48.130262,Failed,,High,31.25
DELIVERY_003009,VER_TITLE_002531_002,CLIENT_00039,DP_00003,2026-03-02T22:32:48.131369,2026-03-15T22:32:48.131369,Failed,,Urgent,112.35
DELIVERY_003010,VER_TITLE_002008_000,CLIENT_00106,DP_00011,2026-05-12T22:32:48.132177,2026-05-21T22:32:48.132177,In Progress,,High,310.79
DELIVERY_003011,VER_TITLE_000796_001,CLIENT_00175,DP_00037,2026-05-02T22:32:48.132879,2026-05-23T22:32:48.132879,In Progress,,High,201.36
DELIVERY_003012,VER_TITLE_002808_001,CLIENT_00142,DP_00024,2026-04-02T22:32:48.133622,2026-04-27T22:32:48.133622,In Progress,,Urgent,191.34
DELIVERY_003013,VER_TITLE_000706_001,CLIENT_00102,DP_00089,2026-03-24T22:32:48.134298,2026-04-03T22:32:48.134298,In Progress,,Medium,164.78
DELIVERY_003014,VER_TITLE_001053_001,CLIENT_00007,DP_00036,2026-03-30T22:32:48.134990,2026-04-24T22:32:48.134990,Completed,2026-05-14T22:32:48.135009,High,193.36
DELIVERY_003015,VER_TITLE_004521_000,CLIENT_00161,DP_00071,2026-03-30T22:32:48.135751,2026-04-07T22:32:48.135751,Failed,,High,150.44
DELIVERY_003016,VER_TITLE_003432_001,CLIENT_00111,DP_00083,2026-02-26T22:32:48.136423,2026-03-22T22:32:48.136423,In Progress,,Low,320.18
DELIVERY_003017,VER_TITLE_003945_002,CLIENT_00043,DP_00014,2026-04-08T22:32:48.137037,2026-04-15T22:32:48.137037,Completed,2026-05-21T22:32:48.137053,High,183.78
DELIVERY_003018,VER_TITLE_000600_002,CLIENT_00142,DP_00036,2026-03-04T22:32:48.137795,2026-03-19T22:32:48.137795,Completed,2026-05-15T22:32:48.137814,High,284.41
DELIVERY_003019,VER_TITLE_003530_004,CLIENT_00031,DP_00025,2026-04-02T22:32:48.138427,2026-04-24T22:32:48.138427,Completed,2026-05-13T22:32:48.138443,Medium,57.76
DELIVERY_003020,VER_TITLE_004280_002,CLIENT_00135,DP_00027,2026-05-13T22:32:48.139081,2026-05-28T22:32:48.139081,Completed,2026-05-14T22:32:48.139098,Medium,312.7
DELIVERY_003021,VER_TITLE_002065_004,CLIENT_00065,DP_00114,2026-05-12T22:32:48.140068,2026-05-27T22:32:48.140068,Completed,2026-05-15T22:32:48.140096,Medium,171.05
DELIVERY_003022,VER_TITLE_004297_004,CLIENT_00067,DP_00054,2026-04-13T22:32:48.140964,2026-04-18T22:32:48.140964,Pending,,Medium,184.87
DELIVERY_003023,VER_TITLE_000092_000,CLIENT_00087,DP_00049,2026-05-14T22:32:48.141792,2026-06-03T22:32:48.141792,Delayed,,Medium,134.37
DELIVERY_003024,VER_TITLE_004870_000,CLIENT_00155,DP_00019,2026-02-25T22:32:48.142438,2026-03-24T22:32:48.142438,Delayed,,Medium,10.08
DELIVERY_003025,VER_TITLE_001094_003,CLIENT_00068,DP_00039,2026-03-19T22:32:48.143100,2026-04-14T22:32:48.143100,In Progress,,Low,326.23
DELIVERY_003026,VER_TITLE_002084_001,CLIENT_00168,DP_00129,2026-02-23T22:32:48.143822,2026-03-03T22:32:48.143822,Pending,,Low,412.93
DELIVERY_003027,VER_TITLE_004872_001,CLIENT_00103,DP_00086,2026-03-13T22:32:48.144602,2026-04-03T22:32:48.144602,Delayed,,Low,337.4
DELIVERY_003028,VER_TITLE_000254_000,CLIENT_00051,DP_00051,2026-04-01T22:32:48.145301,2026-04-18T22:32:48.145301,Completed,2026-05-18T22:32:48.145319,Low,99.06
DELIVERY_003029,VER_TITLE_000321_002,CLIENT_00000,DP_00024,2026-05-12T22:32:48.146459,2026-05-31T22:32:48.146459,Completed,2026-05-13T22:32:48.146494,High,254.57
DELIVERY_003030,VER_TITLE_000964_002,CLIENT_00074,DP_00006,2026-04-17T22:32:48.147640,2026-04-28T22:32:48.147640,Delayed,,Low,330.01
DELIVERY_003031,VER_TITLE_001183_000,CLIENT_00000,DP_00103,2026-03-23T22:32:48.148369,2026-04-19T22:32:48.148369,Failed,,Low,271.2
DELIVERY_003032,VER_TITLE_003178_002,CLIENT_00120,DP_00085,2026-05-10T22:32:48.148976,2026-05-17T22:32:48.148976,Pending,,Medium,382.11
DELIVERY_003033,VER_TITLE_002293_004,CLIENT_00066,DP_00103,2026-03-08T22:32:48.149717,2026-04-07T22:32:48.149717,Failed,,High,141.2
DELIVERY_003034,VER_TITLE_003810_001,CLIENT_00096,DP_00103,2026-03-09T22:32:48.150371,2026-04-08T22:32:48.150371,Completed,2026-05-22T22:32:48.150390,Medium,257.52
DELIVERY_003035,VER_TITLE_003783_001,CLIENT_00026,DP_00067,2026-03-16T22:32:48.150987,2026-04-09T22:32:48.150987,Failed,,Low,284.96
DELIVERY_003036,VER_TITLE_002460_002,CLIENT_00066,DP_00106,2026-05-20T22:32:48.151657,2026-06-18T22:32:48.151657,In Progress,,Low,219.75
DELIVERY_003037,VER_TITLE_004729_002,CLIENT_00197,DP_00074,2026-04-20T22:32:48.152306,2026-04-27T22:32:48.152306,Delayed,,Medium,22.32
DELIVERY_003038,VER_TITLE_000268_001,CLIENT_00130,DP_00130,2026-02-28T22:32:48.152920,2026-03-20T22:32:48.152920,Completed,2026-05-20T22:32:48.152936,Urgent,313.35
DELIVERY_003039,VER_TITLE_004540_002,CLIENT_00093,DP_00051,2026-05-01T22:32:48.153575,2026-05-06T22:32:48.153575,Delayed,,Urgent,244.11
DELIVERY_003040,VER_TITLE_004146_001,CLIENT_00183,DP_00110,2026-04-08T22:32:48.154273,2026-04-25T22:32:48.154273,Delayed,,Medium,472.31
DELIVERY_003041,VER_TITLE_004424_001,CLIENT_00181,DP_00057,2026-04-13T22:32:48.154875,2026-04-23T22:32:48.154875,Delayed,,Medium,430.36
DELIVERY_003042,VER_TITLE_003743_004,CLIENT_00187,DP_00012,2026-05-09T22:32:48.155565,2026-05-16T22:32:48.155565,In Progress,,High,64.81
DELIVERY_003043,VER_TITLE_001172_003,CLIENT_00073,DP_00079,2026-04-10T22:32:48.156530,2026-04-20T22:32:48.156530,Completed,2026-05-17T22:32:48.156550,Urgent,121.72
DELIVERY_003044,VER_TITLE_001083_000,CLIENT_00183,DP_00002,2026-05-14T22:32:48.157182,2026-06-09T22:32:48.157182,Pending,,Medium,248.43
DELIVERY_003045,VER_TITLE_000775_000,CLIENT_00192,DP_00119,2026-05-19T22:32:48.157975,2026-06-12T22:32:48.157975,Delayed,,Medium,191.03
DELIVERY_003046,VER_TITLE_004653_003,CLIENT_00094,DP_00060,2026-02-27T22:32:48.159110,2026-03-24T22:32:48.159110,Completed,2026-05-18T22:32:48.159137,Low,386.97
DELIVERY_003047,VER_TITLE_004401_002,CLIENT_00104,DP_00063,2026-02-24T22:32:48.160261,2026-03-01T22:32:48.160261,Delayed,,High,453.02
DELIVERY_003048,VER_TITLE_002277_004,CLIENT_00046,DP_00001,2026-03-28T22:32:48.160988,2026-04-23T22:32:48.160988,Pending,,High,121.86
DELIVERY_003049,VER_TITLE_000963_003,CLIENT_00028,DP_00122,2026-05-04T22:32:48.161697,2026-05-10T22:32:48.161697,Delayed,,Urgent,339.0
DELIVERY_003050,VER_TITLE_004901_000,CLIENT_00013,DP_00097,2026-05-08T22:32:48.162527,2026-05-22T22:32:48.162527,Delayed,,Medium,172.13
DELIVERY_003051,VER_TITLE_001678_004,CLIENT_00064,DP_00003,2026-04-30T22:32:48.163382,2026-05-30T22:32:48.163382,In Progress,,Urgent,304.14
DELIVERY_003052,VER_TITLE_002233_000,CLIENT_00197,DP_00009,2026-05-05T22:32:48.164688,2026-05-16T22:32:48.164688,Failed,,Low,166.08
DELIVERY_003053,VER_TITLE_001623_000,CLIENT_00187,DP_00008,2026-03-29T22:32:48.165462,2026-04-19T22:32:48.165462,In Progress,,High,95.01
DELIVERY_003054,VER_TITLE_004768_003,CLIENT_00099,DP_00092,2026-05-13T22:32:48.166211,2026-06-11T22:32:48.166211,In Progress,,Medium,24.46
DELIVERY_003055,VER_TITLE_001442_000,CLIENT_00001,DP_00011,2026-04-27T22:32:48.166933,2026-05-07T22:32:48.166933,Failed,,Medium,172.07
DELIVERY_003056,VER_TITLE_003771_000,CLIENT_00033,DP_00146,2026-03-25T22:32:48.167633,2026-04-13T22:32:48.167633,Pending,,Low,363.22
DELIVERY_003057,VER_TITLE_004301_004,CLIENT_00103,DP_00124,2026-03-24T22:32:48.168378,2026-04-06T22:32:48.168378,Completed,2026-05-13T22:32:48.168399,Low,20.47
DELIVERY_003058,VER_TITLE_002593_000,CLIENT_00028,DP_00029,2026-03-01T22:32:48.169105,2026-03-21T22:32:48.169105,Completed,2026-05-21T22:32:48.169123,Medium,237.42
DELIVERY_003059,VER_TITLE_004561_001,CLIENT_00090,DP_00060,2026-04-29T22:32:48.169819,2026-05-08T22:32:48.169819,Failed,,High,448.17
DELIVERY_003060,VER_TITLE_004585_001,CLIENT_00086,DP_00027,2026-04-20T22:32:48.170532,2026-04-28T22:32:48.170532,Pending,,Urgent,107.76
DELIVERY_003061,VER_TITLE_004235_000,CLIENT_00035,DP_00028,2026-03-31T22:32:48.171224,2026-04-07T22:32:48.171224,Delayed,,Medium,78.5
DELIVERY_003062,VER_TITLE_004575_000,CLIENT_00073,DP_00095,2026-04-07T22:32:48.171980,2026-04-14T22:32:48.171980,Completed,2026-05-13T22:32:48.171999,Low,152.32
