spec_id,delivery_point_id,version_id,required_resolution,required_audio,required_hdr,required_container,max_bitrate_mbps,is_mandatory
425b4549-0e06-46bf-9c49-70348a17ce00,DP_00052,VER_TITLE_003127_003,4K,Atmos,HDR10+,MXF,41,True
531e9ab7-f838-4f2e-9c3b-7e93881354fc,DP_00052,VER_TITLE_004136_000,8K,5.1,Dolby Vision,MXF,50,True
ccaef30a-b324-4dd5-9bc6-9a9580434d08,DP_00052,VER_TITLE_004796_002,HD,Atmos,HDR10+,MP4,45,False
2f0ac487-1240-4552-8b1a-62f3f5589bc4,DP_00053,VER_TITLE_001725_003,8K,Atmos,Dolby Vision,IMF,50,True
b65cebdc-c837-4a61-be84-b5e8329118b3,DP_00053,VER_TITLE_001448_002,4K,5.1,SDR,MKV,12,False
12a20b78-a617-47d5-8060-e69ce9800738,DP_00053,VER_TITLE_002975_005,8K,7.1,HDR10,MKV,17,False
e6d607fb-ec7c-4406-9fb7-4797aa115e7d,DP_00053,VER_TITLE_004901_002,HD,2.0,HDR10,MKV,16,True
12089b55-a0e8-4547-bdd5-61f1b74df4cb,DP_00053,VER_TITLE_002375_000,8K,2.0,SDR,MKV,13,True
3b4edd30-f312-47b1-ac88-b19f53673d99,DP_00054,VER_TITLE_004868_000,8K,2.0,Dolby Vision,MXF,29,True
e1203c4c-55cb-41ad-8269-ea46ea134684,DP_00054,VER_TITLE_000514_000,8K,2.0,Dolby Vision,MXF,47,False
a06fc1e2-af4f-4bf3-8997-95f35a73008e,DP_00054,VER_TITLE_003878_000,HD,5.1,HDR10,MXF,25,True
5e81de8a-9685-4b37-bbef-f72638a88643,DP_00054,VER_TITLE_000937_002,HD,5.1,Dolby Vision,IMF,48,False
42727bb8-bdbe-4389-aecd-78579ee95318,DP_00055,VER_TITLE_002089_002,HD,5.1,SDR,IMF,22,False
21bcc7c7-1bf7-4bac-bb1c-4d101147a2b2,DP_00055,VER_TITLE_002775_003,4K,Atmos,HDR10,IMF,37,False
52ca345c-d21f-4da4-b03b-791caa29a632,DP_00055,VER_TITLE_001107_000,HD,2.0,SDR,MXF,49,True
9c38af72-ccbb-4682-9c40-a61ae7af9b9b,DP_00055,VER_TITLE_000324_003,4K,5.1,HDR10+,MXF,35,False
8be36e2c-a6b1-41ab-bfd8-614a8791d5b0,DP_00055,VER_TITLE_003439_001,8K,Atmos,Dolby Vision,MKV,11,True
047f2527-d8b7-4562-ba8c-5cdeaaf22fd2,DP_00055,VER_TITLE_004566_000,8K,Atmos,HDR10+,MP4,37,False
f0c02eaf-e282-4ff7-ae68-de8ac2e888d4,DP_00056,VER_TITLE_001649_003,HD,5.1,HDR10,MXF,6,False
12f57630-91a7-4d51-ae5e-4c37da60e4dc,DP_00056,VER_TITLE_001162_000,8K,7.1,SDR,MXF,43,False
46c037a1-754b-4483-9e49-fe88eb2eeee3,DP_00056,VER_TITLE_004455_000,4K,2.0,SDR,IMF,15,False
8ebef167-06ae-415b-a4eb-fe3f6c574158,DP_00056,VER_TITLE_002816_004,8K,7.1,Dolby Vision,MXF,17,False
e71a3135-4658-42ca-98e4-2afd73fd7ac1,DP_00057,VER_TITLE_001308_000,8K,Atmos,Dolby Vision,MP4,20,False
b8a69015-60e4-4051-8cf0-18e0e2dfdb4f,DP_00057,VER_TITLE_000760_001,HD,2.0,HDR10+,MXF,33,False
ae5a98dd-60ec-457a-9aa7-3f313f546b59,DP_00057,VER_TITLE_001024_002,HD,5.1,HDR10+,IMF,35,True
64f30619-18ac-418b-98d4-b272ee54c2d6,DP_00058,VER_TITLE_004539_000,8K,5.1,HDR10+,MXF,47,False
5ce7d4e1-673f-49d6-821d-0da2c3cd37b0,DP_00058,VER_TITLE_004601_000,4K,7.1,SDR,IMF,33,False
527ffe2f-d43c-49f6-88df-da2cce39aad2,DP_00058,VER_TITLE_004418_001,8K,2.0,HDR10,MP4,26,False
e9d4638f-d4b7-46a0-8e9a-b553ab788456,DP_00058,VER_TITLE_004477_002,4K,5.1,SDR,IMF,17,True
b6abfad7-2d8f-486c-a000-84ece6445069,DP_00058,VER_TITLE_003578_000,HD,Atmos,Dolby Vision,MP4,50,True
773a9d8e-b20c-4a89-a12d-2234914447df,DP_00059,VER_TITLE_001846_002,HD,Atmos,HDR10+,MP4,11,False
c339a5b7-7447-4d91-8892-be561c63c184,DP_00059,VER_TITLE_002075_001,8K,7.1,HDR10+,MP4,19,False
56241937-e7f2-42de-8a1e-a3e0567a1b0a,DP_00060,VER_TITLE_004256_001,4K,2.0,SDR,MKV,48,False
5efe0eb1-469a-4a73-a22b-ee33f5b3897c,DP_00060,VER_TITLE_001650_002,HD,2.0,SDR,MKV,18,False
393ebacc-ccc9-4994-aafd-ba698b696fd1,DP_00060,VER_TITLE_004154_000,4K,Atmos,HDR10,MKV,49,False
5f152906-553a-404c-98e9-88bfeb84e97a,DP_00060,VER_TITLE_002387_003,HD,7.1,HDR10+,IMF,19,True
ac5fbd1d-3c60-49e2-9835-9136534ad921,DP_00060,VER_TITLE_000746_000,HD,7.1,SDR,IMF,39,False
32c8f825-df9e-4381-82be-21f1c485473a,DP_00061,VER_TITLE_003779_000,8K,Atmos,HDR10,IMF,31,False
aa36e432-b5c8-4b5c-993a-507a7b7a6573,DP_00061,VER_TITLE_001103_002,HD,5.1,HDR10,IMF,42,False
d5642114-a520-4c42-b570-5e3572e465b7,DP_00061,VER_TITLE_004184_004,HD,Atmos,Dolby Vision,MXF,25,True
be32f256-088f-4620-9060-d722978490fd,DP_00061,VER_TITLE_004891_000,HD,5.1,HDR10+,MP4,46,True
def4dbb3-f004-42f3-a6ac-70dd89742486,DP_00061,VER_TITLE_000701_000,4K,5.1,SDR,MKV,12,False
716352f7-0b42-4a60-a16c-773f095b99e1,DP_00062,VER_TITLE_003306_005,8K,2.0,HDR10,MP4,48,False
10c69c0f-c985-4b9b-9ded-804b755eb04d,DP_00062,VER_TITLE_002007_000,4K,Atmos,SDR,MP4,23,False
b1c64768-bd85-4b07-beb5-bd128ac0e850,DP_00063,VER_TITLE_004664_003,4K,Atmos,SDR,MP4,9,True
6272d4e0-ada9-4faf-bd9c-86943599e97e,DP_00063,VER_TITLE_000364_002,HD,5.1,HDR10+,MXF,27,True
4b96af0c-c179-44db-979e-860651432f0e,DP_00064,VER_TITLE_000846_001,8K,5.1,SDR,MP4,24,False
843a2e7d-f790-498a-ba12-c56404570a7a,DP_00064,VER_TITLE_000392_002,4K,2.0,HDR10,MP4,30,True
ed7b7b4a-23f1-47f8-b7ba-920644753556,DP_00064,VER_TITLE_000232_002,8K,7.1,SDR,MP4,27,False
829c90b6-b386-411a-8bf0-7c8de52f2e70,DP_00064,VER_TITLE_000346_004,8K,2.0,HDR10,MKV,18,False
c78ac5cc-c8a7-4548-b2d2-17bc3c00ebde,DP_00064,VER_TITLE_000137_003,4K,2.0,SDR,IMF,35,True
f9545db4-7920-4a1d-a72b-4afa06a5eb06,DP_00065,VER_TITLE_002536_003,8K,5.1,HDR10,IMF,42,True
c5b7419e-be0d-48f1-87d5-6e9a4f055711,DP_00065,VER_TITLE_003007_001,4K,5.1,HDR10+,IMF,50,True
03c45cec-2d08-4c93-a002-bfb079e3122d,DP_00065,VER_TITLE_000182_005,HD,Atmos,HDR10,MXF,48,False
ea2f039f-3a27-4071-9cbe-cf43492f54ef,DP_00066,VER_TITLE_003283_000,HD,2.0,SDR,MP4,9,False
2e079cc6-67b0-46e3-938c-3f68135a2a22,DP_00066,VER_TITLE_001148_004,HD,5.1,HDR10+,IMF,20,True
a5032df7-e837-4108-b53b-35e85c6c6bb3,DP_00066,VER_TITLE_004527_004,8K,2.0,SDR,MKV,6,False
c6904026-f9cb-48f0-8b7c-d09e64b79e57,DP_00066,VER_TITLE_003623_000,HD,2.0,Dolby Vision,IMF,32,False
8cf81ccb-36c1-4b25-a344-0fc4cca9adbe,DP_00066,VER_TITLE_001676_001,8K,Atmos,Dolby Vision,MKV,18,True
3f7ad91d-f709-4a83-8c26-9eaaff606c04,DP_00067,VER_TITLE_002299_003,HD,2.0,Dolby Vision,MXF,29,True
239ba70c-5fc5-47d1-afba-825a790fd11b,DP_00067,VER_TITLE_001302_002,4K,5.1,HDR10,IMF,25,True
16954277-e326-4562-8714-a8e7be5b54da,DP_00067,VER_TITLE_001262_001,HD,Atmos,Dolby Vision,MP4,12,False
3b2a1edc-fcfb-4c3f-9275-dd6b2e41b6f0,DP_00067,VER_TITLE_004058_001,4K,Atmos,HDR10+,MXF,32,False
aa826f76-919f-4514-8659-f7ce8782b2ce,DP_00068,VER_TITLE_004087_003,HD,2.0,HDR10+,MXF,14,False
7be7fb6a-5089-4de1-8b9a-648a43b5aa2a,DP_00068,VER_TITLE_001473_002,8K,7.1,HDR10,MXF,25,False
a7698a88-7a91-4b56-ae95-281264f36f10,DP_00068,VER_TITLE_001316_005,4K,Atmos,HDR10+,MKV,18,True
7a931978-f8dd-4a81-bba2-1c87d4d0d8fd,DP_00068,VER_TITLE_000764_001,4K,Atmos,SDR,MP4,7,True
7e1b8366-ea8a-4ff6-8d9b-71f7565d1478,DP_00068,VER_TITLE_000683_000,8K,2.0,SDR,IMF,31,False
fe814602-90b1-4a41-9f52-71cb45e9b205,DP_00069,VER_TITLE_001674_003,HD,Atmos,SDR,MP4,45,False
67a5b56f-2f3b-4397-9585-1c7df99e1f2e,DP_00069,VER_TITLE_002336_000,4K,5.1,HDR10,MP4,48,False
819a5265-5de7-411a-968c-fcad1cf2569e,DP_00070,VER_TITLE_002214_001,HD,Atmos,Dolby Vision,MXF,38,False
bd38fcbe-158e-459a-b27c-bddeaae3552c,DP_00070,VER_TITLE_001122_000,HD,5.1,HDR10,MKV,10,True
40cf35ea-53b2-483a-8aea-65fde7833094,DP_00070,VER_TITLE_002543_003,8K,2.0,SDR,MP4,24,False
78433f37-48ce-4a1e-ab03-ed9a9a618432,DP_00070,VER_TITLE_002104_002,8K,7.1,SDR,MKV,18,False
70e78368-2945-49e3-b737-ac4daa4f8660,DP_00070,VER_TITLE_004108_000,4K,Atmos,SDR,MP4,8,True
16535364-3f4c-4161-af6f-9c92a431f1d9,DP_00071,VER_TITLE_002523_000,HD,7.1,HDR10,MKV,21,True
bce095b3-6a03-4449-9649-d509430eca1b,DP_00071,VER_TITLE_003083_000,4K,2.0,Dolby Vision,MKV,45,False
406f66bf-591c-4759-b86e-1184d8f74bc5,DP_00071,VER_TITLE_004467_001,8K,Atmos,HDR10,MXF,14,False
5ff338a9-a5d1-4faa-a1dd-dfea6c793299,DP_00071,VER_TITLE_004630_000,8K,7.1,HDR10+,IMF,41,False
69e896d7-59f8-4311-8890-a1f79e22579e,DP_00071,VER_TITLE_001821_000,HD,2.0,HDR10+,MKV,47,False
554557a9-c9f7-4708-8196-f61bba16cbd1,DP_00072,VER_TITLE_004730_004,8K,5.1,Dolby Vision,MP4,19,True
abe70499-37e8-4295-a977-67163d2b2ad0,DP_00072,VER_TITLE_004771_003,8K,5.1,HDR10+,IMF,38,False
193a1245-5eeb-4df8-b9c4-14ce37d101d9,DP_00072,VER_TITLE_003342_001,HD,5.1,SDR,MP4,26,True
59a8852a-2c87-4a1f-9d8b-26701a5c98b5,DP_00072,VER_TITLE_003508_004,8K,7.1,HDR10+,MXF,25,False
a71314cc-e2e3-428b-902a-a89e0255ab77,DP_00072,VER_TITLE_003822_004,8K,5.1,Dolby Vision,IMF,27,False
dc88405b-cb71-484d-b6bc-7ea7b004a4fd,DP_00072,VER_TITLE_004068_002,8K,Atmos,HDR10,MP4,32,False
a1da2287-50c4-4d3e-94ec-124a5bc81f54,DP_00073,VER_TITLE_001064_000,4K,7.1,HDR10+,MP4,24,True
15226d37-3a22-4adc-9166-1e0268315aad,DP_00073,VER_TITLE_002502_004,HD,Atmos,HDR10,MKV,48,True
2c4028f6-34ea-4e2b-bd0e-25c94dbe0a31,DP_00073,VER_TITLE_002287_001,HD,Atmos,HDR10,MP4,34,False
b4db5bbd-84e3-461f-8a57-091e73d4ba67,DP_00074,VER_TITLE_004885_001,8K,5.1,HDR10,MXF,41,True
75f0a67c-5220-4008-a089-bdedc9c1202a,DP_00074,VER_TITLE_003711_000,8K,5.1,SDR,MP4,40,False
e44f0586-3a0b-456c-9920-81ed8216ff30,DP_00074,VER_TITLE_000253_000,8K,7.1,HDR10,MP4,47,True
b68ada64-980b-4564-9e60-edb165577813,DP_00074,VER_TITLE_000078_004,8K,2.0,HDR10+,MXF,17,False
65f045d2-7dea-493d-94e3-fc49e50ffcc7,DP_00075,VER_TITLE_002898_004,8K,Atmos,HDR10,MXF,49,False
7b24cc5c-997b-45ea-a72e-cb08c4500a80,DP_00075,VER_TITLE_001394_001,HD,7.1,HDR10+,MP4,28,False
58fe8bf3-e8df-4edf-829a-006c86d5febd,DP_00075,VER_TITLE_003363_002,4K,2.0,HDR10,MP4,40,True
cbe38751-01a7-4474-a92f-8cddc445f660,DP_00075,VER_TITLE_000793_001,4K,7.1,HDR10,MP4,23,True
23d07a1a-5a16-4af7-aad9-463692fb5ef4,DP_00075,VER_TITLE_004297_002,HD,5.1,Dolby Vision,IMF,5,True
9db63868-5648-428d-bb03-bf3b60e7e38d,DP_00076,VER_TITLE_002308_001,8K,5.1,HDR10+,MKV,19,True
dcc2a084-5557-45fe-9b90-3fd7483bd7a1,DP_00076,VER_TITLE_003857_000,4K,7.1,HDR10,MXF,16,False
2cac2e59-8680-460b-8e55-0bc309710796,DP_00076,VER_TITLE_003728_005,HD,7.1,HDR10,MP4,47,True
7d722100-6a3b-4689-91df-5e9eaea1cf4b,DP_00076,VER_TITLE_001854_002,8K,7.1,Dolby Vision,MXF,26,False
e26fbf96-d2bb-442e-9855-3510df9f8a2d,DP_00076,VER_TITLE_000773_003,HD,5.1,SDR,IMF,44,False
75c99d96-4af0-4acb-b930-0020c8eac309,DP_00077,VER_TITLE_003023_001,4K,5.1,SDR,MP4,34,False
40467c4f-1d90-4b3b-907b-b005be729384,DP_00077,VER_TITLE_000904_001,4K,Atmos,SDR,MKV,50,False
dc8a93d5-cfea-48cb-8180-70baa9020246,DP_00077,VER_TITLE_003775_002,HD,5.1,Dolby Vision,MKV,10,True
eccba781-e606-4e04-a73a-68a162369f36,DP_00077,VER_TITLE_000515_003,4K,5.1,HDR10+,MKV,15,True
435f6bef-82f6-4e9e-9068-22dc41a408a7,DP_00078,VER_TITLE_003924_000,4K,Atmos,SDR,IMF,17,False
93251220-7626-4b73-b88c-7c09644b9d68,DP_00078,VER_TITLE_004095_001,8K,5.1,Dolby Vision,IMF,50,True
c8e41913-d082-4860-9fa4-fecdc20ca001,DP_00078,VER_TITLE_003547_000,HD,Atmos,HDR10+,MKV,27,True
3837b45e-bd9f-4243-b568-8b0b86171de2,DP_00078,VER_TITLE_004756_001,4K,7.1,Dolby Vision,MP4,17,False
51d2fa7d-dba9-4f41-95d0-2b0e31a9279d,DP_00078,VER_TITLE_003076_003,HD,Atmos,HDR10+,MXF,24,False
32486bb6-9bd6-4488-a726-fc14073de67e,DP_00078,VER_TITLE_000776_003,HD,7.1,SDR,MKV,10,False
7e16aa1b-b370-4565-a5e1-accf9ad79a34,DP_00079,VER_TITLE_001942_001,HD,5.1,HDR10,MP4,7,True
bd24f981-a8bb-4839-80d2-46bdf3e45ee9,DP_00079,VER_TITLE_002499_003,HD,2.0,HDR10,MKV,11,True
a69d0e42-7310-4e3c-a035-f69a1602613f,DP_00079,VER_TITLE_003344_000,HD,2.0,Dolby Vision,IMF,25,True
4a3d50cc-c68f-463b-a8bf-bbe03026b983,DP_00079,VER_TITLE_002173_000,8K,2.0,HDR10+,MKV,19,True
b6074b29-6273-4df8-b49f-93f493d8059f,DP_00079,VER_TITLE_000292_002,8K,2.0,HDR10+,IMF,19,True
f3fea238-8311-43e1-bd8a-f133fd2ee019,DP_00080,VER_TITLE_002568_001,4K,2.0,SDR,MXF,36,True
2ae9c13d-0eea-42ae-b4b1-aebb86073e02,DP_00080,VER_TITLE_000280_004,HD,7.1,SDR,MP4,45,False
3207141d-e4f4-44f3-b6ad-0957f8340fd4,DP_00080,VER_TITLE_003003_000,HD,2.0,HDR10+,MKV,43,True
c805ab90-7141-4117-9fb8-988eecb170ba,DP_00081,VER_TITLE_003202_002,4K,2.0,Dolby Vision,MXF,42,False
37bb97f2-d1c1-40e4-bd2e-a56ec451a7a1,DP_00081,VER_TITLE_001579_000,8K,5.1,Dolby Vision,MP4,32,True
62b63a0e-1af7-4593-a5e2-b40c81c97a9b,DP_00081,VER_TITLE_001388_002,4K,5.1,SDR,MP4,40,True
7ec4a4b6-7f63-4f39-ba4a-23c26c916a20,DP_00082,VER_TITLE_002869_000,4K,Atmos,Dolby Vision,IMF,26,False
98dc75d9-abe8-48a3-97ee-f7bbdb905bdc,DP_00082,VER_TITLE_004907_002,HD,Atmos,HDR10,MP4,46,True
1b4bb60f-7fc6-4c5d-90b1-47bb329e6de2,DP_00082,VER_TITLE_002603_002,4K,7.1,HDR10+,MKV,15,False
08ae2f9f-a59b-48f8-bbfa-d7f78eed7993,DP_00082,VER_TITLE_004320_003,8K,Atmos,HDR10+,MXF,36,False
5a1ba60f-cede-4677-8bc3-c8c195602c11,DP_00082,VER_TITLE_004018_003,HD,5.1,SDR,MP4,46,False
0915f1f9-3769-4b84-8583-fae996947342,DP_00083,VER_TITLE_004297_000,8K,5.1,Dolby Vision,MP4,13,True
52184fc4-4c54-42ea-a155-1c6dac253cee,DP_00083,VER_TITLE_003065_003,4K,5.1,HDR10,MKV,10,False
999c5a88-4f20-4a79-aade-704b05d4a71b,DP_00083,VER_TITLE_001619_005,8K,5.1,HDR10+,MKV,7,True
429e6969-810d-4b73-b104-6dcc69aa09c2,DP_00084,VER_TITLE_001349_002,8K,5.1,SDR,IMF,21,True
2c3ce654-c4ad-4bad-9f7c-b0b64e535acf,DP_00084,VER_TITLE_003670_000,8K,7.1,SDR,IMF,47,True
54ad1a44-83ee-4252-b74c-274990de0247,DP_00085,VER_TITLE_003320_000,8K,2.0,HDR10,MXF,45,False
7af8392f-9814-4852-8c51-4ef6cb8fa5fd,DP_00085,VER_TITLE_003975_001,4K,5.1,HDR10+,MKV,32,False
4e678cb7-ecfb-4ab6-b630-3fd2f19ca92f,DP_00085,VER_TITLE_004490_002,8K,2.0,SDR,MP4,27,True
a54ae1ae-07a4-4ebf-9dee-c077f3c6c039,DP_00085,VER_TITLE_000966_000,HD,5.1,HDR10,MP4,47,True
f4d5c2de-0b4e-46a4-a334-23866128fe3b,DP_00086,VER_TITLE_000684_000,4K,2.0,SDR,MKV,14,True
c2fff126-21d0-442d-b06d-eb0bfbad1cf5,DP_00086,VER_TITLE_004000_001,4K,7.1,Dolby Vision,IMF,25,False
eb83b5ea-75cc-4991-b834-1d787390978d,DP_00087,VER_TITLE_000083_005,HD,7.1,SDR,MKV,32,True
e0b7f524-b086-4eb1-be7e-3f97735d7ca4,DP_00087,VER_TITLE_004772_000,8K,2.0,HDR10,MXF,12,True
3cf9b6ec-6289-4c8e-9689-3a3af286c849,DP_00087,VER_TITLE_004617_002,8K,2.0,HDR10,MXF,40,False
307a5c12-77f6-41dc-938d-9d87b5931b3d,DP_00087,VER_TITLE_003438_003,HD,5.1,SDR,MKV,13,False
b2aebc16-e41a-44d4-abe2-46fe83d856ae,DP_00088,VER_TITLE_002590_001,4K,Atmos,SDR,IMF,22,False
bde9426a-40fc-424d-b455-545a433558cc,DP_00088,VER_TITLE_002639_004,8K,5.1,HDR10+,MP4,39,True
f50ecab9-99cb-4eb0-a057-e8573fb63d7e,DP_00088,VER_TITLE_003170_002,8K,2.0,SDR,MXF,16,True
1df0c71b-be24-4c27-baa9-203ccf6bdbcc,DP_00088,VER_TITLE_004057_004,4K,7.1,HDR10+,MXF,22,True
1b3fe53e-4e35-4772-966a-07b82ae33288,DP_00089,VER_TITLE_004350_002,4K,Atmos,Dolby Vision,MXF,26,False
bd869f88-a38a-434e-95aa-f9abaafbdcd4,DP_00089,VER_TITLE_001952_001,4K,7.1,HDR10+,IMF,6,False
052d5b00-f7bd-4beb-83fd-168ca5bdc5b9,DP_00090,VER_TITLE_000896_002,HD,Atmos,HDR10+,MKV,9,True
e9976747-a0b1-44aa-97b3-1ed0e38f3e53,DP_00090,VER_TITLE_001496_000,HD,7.1,HDR10,MKV,16,False
0790d35b-fe6d-43fd-84f4-eae4d63892b0,DP_00090,VER_TITLE_003711_003,4K,2.0,HDR10,MP4,38,False
60799bac-fb63-46a6-96cb-e122f1497f34,DP_00090,VER_TITLE_001874_001,HD,2.0,Dolby Vision,MP4,9,True
68816c13-2a47-489e-9fe0-79a18c8e9dc9,DP_00090,VER_TITLE_002661_001,HD,Atmos,SDR,MKV,38,True
d2b80a7f-8b19-472b-9517-6b8d29a7f4a3,DP_00091,VER_TITLE_004857_001,4K,7.1,Dolby Vision,MKV,36,True
1b457c82-d8e9-4995-89cc-5eaec49df68a,DP_00091,VER_TITLE_004600_002,4K,Atmos,SDR,MP4,42,True
4af92393-717a-4a42-bf49-d442d21bce34,DP_00091,VER_TITLE_001382_003,8K,Atmos,HDR10,MKV,48,False
54fa721c-a322-4914-be32-cb4bdb781877,DP_00091,VER_TITLE_002420_001,4K,5.1,SDR,MXF,7,True
bbeeb4d9-a13a-40d1-bd70-5e3807602989,DP_00091,VER_TITLE_000436_002,4K,2.0,Dolby Vision,IMF,44,True
7ab5649a-cb40-409a-be89-2908eff9cc2d,DP_00091,VER_TITLE_003447_002,8K,5.1,HDR10,MXF,17,True
24101e96-4ca5-49f1-bbef-e44977bd697d,DP_00092,VER_TITLE_004766_005,4K,5.1,Dolby Vision,MKV,20,False
2d13b488-1c45-45b0-b6f7-0a09df4e70fa,DP_00092,VER_TITLE_003765_003,8K,Atmos,Dolby Vision,IMF,18,True
9802a98f-89a4-4eb9-bef3-e8498b1d0869,DP_00092,VER_TITLE_001803_002,8K,Atmos,HDR10+,MP4,7,True
a5b117c2-6313-4871-a7a0-e1db819775c4,DP_00092,VER_TITLE_001506_001,8K,7.1,Dolby Vision,IMF,7,False
46490fbe-0554-468b-8687-1065f2659523,DP_00092,VER_TITLE_003753_002,8K,5.1,SDR,MKV,40,True
32accbda-f802-4c40-931a-305eab486ad7,DP_00092,VER_TITLE_000711_002,8K,Atmos,HDR10,MXF,20,False
4679caff-6f02-40a9-a12b-7584a925c428,DP_00093,VER_TITLE_000876_004,4K,Atmos,SDR,MKV,20,True
5ed2e4af-2162-4d3e-94e6-71605bb5c91b,DP_00093,VER_TITLE_000341_003,HD,Atmos,HDR10+,IMF,14,False
6ba3a168-b822-420f-95cd-1d411b20de25,DP_00093,VER_TITLE_004209_000,HD,Atmos,HDR10,MP4,17,True
8c140524-7500-4aec-8d45-a126e23363be,DP_00093,VER_TITLE_003712_001,8K,2.0,SDR,MXF,31,True
0f6d2d69-1251-4b45-815b-c711c857c8ae,DP_00093,VER_TITLE_003074_001,8K,2.0,HDR10,IMF,20,True
6deeb8de-ee27-4de9-a06d-2823352cd12b,DP_00093,VER_TITLE_003728_001,HD,Atmos,HDR10+,MKV,44,False
4719b91f-fc03-441f-a5a2-7722216710a7,DP_00094,VER_TITLE_004443_000,HD,2.0,Dolby Vision,MXF,11,True
b0aac497-bb3c-473e-99a9-c0a3f283511c,DP_00094,VER_TITLE_000155_000,8K,Atmos,HDR10+,MP4,15,True
7c211462-3034-435f-97e6-29b2f89c0f31,DP_00095,VER_TITLE_003259_001,4K,2.0,SDR,MKV,46,False
17abefb8-7b31-4022-8c05-d0c74af15475,DP_00095,VER_TITLE_000550_005,4K,7.1,HDR10+,MP4,34,True
7902242c-810b-417d-afc1-a84f726dafa2,DP_00095,VER_TITLE_000856_001,8K,7.1,HDR10,IMF,8,False
85ebe6c0-6e77-4b36-b898-1733025923c7,DP_00095,VER_TITLE_002841_000,8K,2.0,Dolby Vision,MP4,47,False
f665f057-3a12-413c-a71b-7387775c1ece,DP_00096,VER_TITLE_003275_001,4K,Atmos,HDR10+,MP4,40,True
34c8d65c-562b-4ea9-92cd-755c7fb24400,DP_00096,VER_TITLE_001723_002,4K,7.1,HDR10,IMF,42,True
b8c3abd3-4aec-4026-a408-7cc69f56dae3,DP_00096,VER_TITLE_001478_003,4K,5.1,HDR10+,MXF,7,True
b11a7272-7cfe-465a-bd38-61e111551ad5,DP_00096,VER_TITLE_000762_002,4K,5.1,HDR10,MP4,30,True
7d32c727-f415-4033-b5b4-14c1bc3b13c3,DP_00097,VER_TITLE_003893_000,HD,5.1,SDR,MXF,18,False
6b4f8000-43fb-43fa-b4bb-acd91b266465,DP_00097,VER_TITLE_000527_000,HD,2.0,HDR10,MXF,39,True
0bff2b52-6603-4a14-8ac5-24c4fb0a1e2c,DP_00097,VER_TITLE_003065_001,4K,7.1,Dolby Vision,MXF,9,False
398fea02-3142-46f4-8392-4a66f162c92d,DP_00097,VER_TITLE_000599_004,8K,2.0,HDR10+,MP4,29,False
7ba1573a-6783-43f7-9229-6a0134f12cdc,DP_00097,VER_TITLE_002727_001,8K,5.1,HDR10,MXF,14,False
b6ccabfc-dce2-434b-b37e-3acdba7f4335,DP_00097,VER_TITLE_000348_002,8K,5.1,HDR10,MKV,24,False
d66ae32a-33c2-41a0-8d1b-ab4413a00216,DP_00098,VER_TITLE_002625_000,8K,5.1,HDR10+,MXF,6,True
3855f93b-5553-4eb4-b0f3-5663e98b5c31,DP_00098,VER_TITLE_002952_003,HD,5.1,Dolby Vision,IMF,33,True
5d87de26-1b42-4a99-bc30-a7bcb29843c0,DP_00098,VER_TITLE_004608_000,HD,7.1,SDR,IMF,14,True
02acf90a-7b6d-4748-8cb8-594b1dfeed29,DP_00099,VER_TITLE_004492_003,4K,5.1,SDR,MP4,10,True
3dee1c2e-d98f-4925-8e09-6daf2672b276,DP_00099,VER_TITLE_002628_002,4K,Atmos,HDR10+,IMF,8,False
dc2f3320-da69-44e3-8fb6-cb4d339d5ddd,DP_00099,VER_TITLE_002182_003,4K,Atmos,HDR10,MP4,43,False
efabf060-0f3a-4d77-a6c2-dbc1cc0bd9f8,DP_00099,VER_TITLE_003883_000,HD,7.1,Dolby Vision,MKV,25,True
89ae4db0-55e8-47ca-8c8d-fa68756da28e,DP_00099,VER_TITLE_000419_004,HD,7.1,HDR10+,MP4,43,False
a2f02f76-772e-4d65-98e9-479f782ba0cc,DP_00100,VER_TITLE_001466_000,8K,2.0,Dolby Vision,MKV,18,False
6696ce19-8b34-49e0-b5f0-ed13904483dd,DP_00100,VER_TITLE_001738_004,8K,5.1,HDR10,MXF,50,False
e6b8e2c9-1092-4db2-8cc7-6a3fe4825837,DP_00100,VER_TITLE_004793_002,4K,2.0,SDR,IMF,20,False
54f7309f-16c0-4488-b938-d3bbb86612f1,DP_00100,VER_TITLE_004928_002,8K,2.0,HDR10+,MXF,16,True
4ca0bc13-67fc-4bdb-beea-3d21b1ccee86,DP_00100,VER_TITLE_000402_004,4K,5.1,Dolby Vision,MKV,16,True
5f9b76f7-91be-4e07-b774-b62a77d396b3,DP_00100,VER_TITLE_001755_001,8K,7.1,SDR,IMF,17,False
a85969ff-bbe4-41eb-816a-1c64e51744f3,DP_00101,VER_TITLE_003224_003,8K,7.1,SDR,MXF,6,True
3f934d31-9be0-4f8d-9a21-41ac2db887b2,DP_00101,VER_TITLE_002823_003,4K,Atmos,SDR,MP4,31,False
c27d3032-9184-4d7f-a421-1a17a707aa5c,DP_00101,VER_TITLE_004796_004,HD,2.0,HDR10,IMF,7,False
9f92a5a2-54f2-4c58-a7ab-6de85b9058c3,DP_00101,VER_TITLE_004486_001,4K,5.1,HDR10,IMF,5,False
ab8c7732-4930-426a-bf99-0e607917dc76,DP_00101,VER_TITLE_000531_003,8K,7.1,SDR,MKV,17,False
