version_id,title_id,version_type,resolution,frame_rate,audio_channels,hdr_format,file_size_gb,is_localized,created_date
VER_TITLE_001359_003,TITLE_001359,Remastered,8K,30,5.1,SDR,469.01,True,2025-08-28 22:32:42.004817
VER_TITLE_001359_004,TITLE_001359,Original,HD,50,Atmos,Dolby Vision,373.36,True,2025-11-17 22:32:42.004821
VER_TITLE_001359_005,TITLE_001359,Remastered,4K,60,7.1,HDR10,182.07,False,2025-08-06 22:32:42.004825
VER_TITLE_001360_000,TITLE_001360,Edited,HD,24,7.1,HDR10,68.55,True,2025-12-30 22:32:42.004849
VER_TITLE_001360_001,TITLE_001360,Edited,HD,29.97,2.0,SDR,367.88,True,2025-09-28 22:32:42.004853
VER_TITLE_001361_000,TITLE_001361,Remastered,HD,23.976,2.0,SDR,390.72,False,2026-05-08 22:32:42.004875
VER_TITLE_001361_001,TITLE_001361,Localized,HD,29.97,5.1,HDR10,370.57,False,2026-04-23 22:32:42.004879
VER_TITLE_001361_002,TITLE_001361,Edited,4K,23.976,2.0,HDR10,185.78,False,2025-10-15 22:32:42.004883
VER_TITLE_001362_000,TITLE_001362,Edited,4K,29.97,2.0,SDR,209.82,False,2026-05-09 22:32:42.004905
VER_TITLE_001362_001,TITLE_001362,Edited,HD,23.976,2.0,HDR10,32.72,True,2026-01-17 22:32:42.004909
VER_TITLE_001362_002,TITLE_001362,Original,HD,50,Atmos,Dolby Vision,422.77,True,2026-04-04 22:32:42.004913
VER_TITLE_001362_003,TITLE_001362,Edited,8K,50,Atmos,None,54.01,True,2026-04-13 22:32:42.004917
VER_TITLE_001362_004,TITLE_001362,Localized,8K,50,2.0,HDR10,413.09,False,2026-01-28 22:32:42.004921
VER_TITLE_001362_005,TITLE_001362,Edited,8K,30,Atmos,HDR10,130.11,False,2025-09-26 22:32:42.004925
VER_TITLE_001363_000,TITLE_001363,Original,8K,50,7.1,None,495.27,False,2025-08-14 22:32:42.004946
VER_TITLE_001363_001,TITLE_001363,Original,HD,60,7.1,HDR10,179.67,True,2025-12-29 22:32:42.004951
VER_TITLE_001364_000,TITLE_001364,Edited,4K,23.976,Atmos,HDR10,441.68,False,2026-03-04 22:32:42.004973
VER_TITLE_001364_001,TITLE_001364,Localized,8K,29.97,2.0,None,473.59,True,2026-03-04 22:32:42.004977
VER_TITLE_001364_002,TITLE_001364,Original,4K,25,2.0,Dolby Vision,46.28,True,2025-09-17 22:32:42.004982
VER_TITLE_001365_000,TITLE_001365,Remastered,4K,60,Atmos,SDR,326.14,False,2026-01-01 22:32:42.005004
VER_TITLE_001366_000,TITLE_001366,Localized,4K,29.97,2.0,HDR10,456.72,False,2025-09-18 22:32:42.005026
VER_TITLE_001366_001,TITLE_001366,Original,4K,25,Atmos,HDR10,389.59,False,2025-09-12 22:32:42.005030
VER_TITLE_001367_000,TITLE_001367,Localized,HD,50,Atmos,Dolby Vision,194.93,False,2026-02-15 22:32:42.005052
VER_TITLE_001368_000,TITLE_001368,Edited,4K,25,7.1,SDR,393.87,True,2026-02-25 22:32:42.005075
VER_TITLE_001368_001,TITLE_001368,Localized,HD,25,5.1,Dolby Vision,90.73,True,2025-07-20 22:32:42.005080
VER_TITLE_001368_002,TITLE_001368,Localized,4K,30,5.1,Dolby Vision,183.16,True,2025-12-05 22:32:42.005084
VER_TITLE_001368_003,TITLE_001368,Remastered,4K,23.976,7.1,None,275.92,True,2025-11-18 22:32:42.005087
VER_TITLE_001369_000,TITLE_001369,Remastered,4K,30,Atmos,SDR,181.72,True,2025-06-15 22:32:42.005132
VER_TITLE_001370_000,TITLE_001370,Edited,8K,25,2.0,SDR,152.43,False,2025-12-30 22:32:42.005160
VER_TITLE_001370_001,TITLE_001370,Remastered,4K,50,7.1,Dolby Vision,237.81,True,2025-06-30 22:32:42.005165
VER_TITLE_001370_002,TITLE_001370,Localized,HD,23.976,5.1,None,55.46,True,2025-08-09 22:32:42.005170
VER_TITLE_001371_000,TITLE_001371,Edited,8K,25,5.1,HDR10+,299.03,False,2025-10-19 22:32:42.005195
VER_TITLE_001371_001,TITLE_001371,Edited,8K,60,Atmos,None,11.66,False,2026-04-26 22:32:42.005200
VER_TITLE_001372_000,TITLE_001372,Edited,HD,29.97,7.1,SDR,75.61,False,2025-09-17 22:32:42.005224
VER_TITLE_001372_001,TITLE_001372,Original,HD,60,7.1,HDR10+,150.41,True,2026-02-03 22:32:42.005229
VER_TITLE_001372_002,TITLE_001372,Remastered,8K,30,7.1,HDR10+,136.84,True,2025-11-08 22:32:42.005233
VER_TITLE_001373_000,TITLE_001373,Remastered,HD,60,7.1,Dolby Vision,231.96,True,2025-08-29 22:32:42.005254
VER_TITLE_001373_001,TITLE_001373,Localized,8K,23.976,2.0,HDR10,307.62,True,2025-08-12 22:32:42.005259
VER_TITLE_001374_000,TITLE_001374,Remastered,HD,50,5.1,SDR,497.99,True,2026-05-06 22:32:42.005281
VER_TITLE_001374_001,TITLE_001374,Edited,8K,23.976,5.1,Dolby Vision,387.66,False,2026-03-06 22:32:42.005286
VER_TITLE_001375_000,TITLE_001375,Edited,HD,30,Atmos,HDR10,287.59,True,2025-09-12 22:32:42.005309
VER_TITLE_001375_001,TITLE_001375,Remastered,8K,30,5.1,HDR10+,42.43,True,2025-12-06 22:32:42.005314
VER_TITLE_001375_002,TITLE_001375,Edited,4K,29.97,7.1,HDR10+,447.85,False,2026-05-22 22:32:42.005319
VER_TITLE_001376_000,TITLE_001376,Remastered,4K,30,Atmos,Dolby Vision,464.14,True,2025-12-07 22:32:42.005342
VER_TITLE_001377_000,TITLE_001377,Localized,HD,50,5.1,HDR10+,247.82,True,2025-08-30 22:32:42.005365
VER_TITLE_001377_001,TITLE_001377,Edited,8K,24,Atmos,None,452.09,True,2025-09-28 22:32:42.005370
VER_TITLE_001377_002,TITLE_001377,Localized,HD,25,7.1,SDR,168.99,True,2025-09-25 22:32:42.005373
VER_TITLE_001378_000,TITLE_001378,Remastered,4K,60,7.1,HDR10+,186.96,False,2025-11-10 22:32:42.005396
VER_TITLE_001378_001,TITLE_001378,Localized,8K,25,2.0,Dolby Vision,469.77,False,2025-06-22 22:32:42.005401
VER_TITLE_001378_002,TITLE_001378,Remastered,4K,24,7.1,SDR,337.52,False,2025-07-05 22:32:42.005405
VER_TITLE_001378_003,TITLE_001378,Original,HD,25,7.1,Dolby Vision,324.16,False,2025-06-21 22:32:42.005409
VER_TITLE_001378_004,TITLE_001378,Original,8K,24,Atmos,Dolby Vision,127.68,True,2025-11-30 22:32:42.005413
VER_TITLE_001379_000,TITLE_001379,Localized,HD,24,7.1,None,343.83,False,2026-05-09 22:32:42.005437
VER_TITLE_001380_000,TITLE_001380,Original,8K,60,2.0,None,165.96,True,2025-11-23 22:32:42.005459
VER_TITLE_001380_001,TITLE_001380,Edited,8K,30,Atmos,SDR,75.43,False,2026-05-15 22:32:42.005464
VER_TITLE_001380_002,TITLE_001380,Remastered,4K,30,5.1,None,436.14,False,2026-04-25 22:32:42.005468
VER_TITLE_001381_000,TITLE_001381,Localized,8K,50,Atmos,HDR10+,235.49,True,2026-04-30 22:32:42.005490
VER_TITLE_001381_001,TITLE_001381,Original,8K,29.97,5.1,SDR,343.55,True,2025-11-24 22:32:42.005494
VER_TITLE_001381_002,TITLE_001381,Remastered,8K,29.97,5.1,SDR,491.09,True,2025-09-07 22:32:42.005498
VER_TITLE_001381_003,TITLE_001381,Localized,4K,24,2.0,HDR10,274.3,True,2025-10-07 22:32:42.005503
VER_TITLE_001382_000,TITLE_001382,Edited,4K,50,Atmos,HDR10,84.04,False,2025-09-15 22:32:42.005527
VER_TITLE_001382_001,TITLE_001382,Localized,8K,25,5.1,SDR,283.03,False,2026-03-29 22:32:42.005532
VER_TITLE_001382_002,TITLE_001382,Original,8K,24,5.1,HDR10,144.81,False,2025-08-17 22:32:42.005537
VER_TITLE_001382_003,TITLE_001382,Original,HD,30,5.1,HDR10+,267.53,False,2025-12-18 22:32:42.005542
VER_TITLE_001382_004,TITLE_001382,Localized,HD,23.976,7.1,None,76.74,True,2026-01-24 22:32:42.005546
VER_TITLE_001383_000,TITLE_001383,Edited,8K,60,Atmos,HDR10+,204.01,True,2025-11-22 22:32:42.005572
VER_TITLE_001383_001,TITLE_001383,Edited,HD,29.97,7.1,HDR10+,485.78,False,2026-03-27 22:32:42.005577
VER_TITLE_001383_002,TITLE_001383,Remastered,HD,25,2.0,Dolby Vision,411.36,False,2026-04-22 22:32:42.005582
VER_TITLE_001383_003,TITLE_001383,Localized,4K,30,Atmos,HDR10+,329.0,True,2026-01-04 22:32:42.005588
VER_TITLE_001383_004,TITLE_001383,Edited,HD,60,2.0,SDR,301.17,False,2026-02-24 22:32:42.005593
VER_TITLE_001383_005,TITLE_001383,Edited,8K,50,Atmos,HDR10,486.62,True,2026-01-31 22:32:42.005599
VER_TITLE_001384_000,TITLE_001384,Original,HD,60,2.0,None,226.64,True,2025-11-02 22:32:42.005625
VER_TITLE_001384_001,TITLE_001384,Localized,8K,29.97,Atmos,SDR,458.78,False,2025-10-31 22:32:42.005630
VER_TITLE_001384_002,TITLE_001384,Original,HD,29.97,7.1,HDR10,326.81,False,2025-05-24 22:32:42.005634
VER_TITLE_001384_003,TITLE_001384,Localized,4K,24,2.0,SDR,192.21,False,2025-12-17 22:32:42.005638
VER_TITLE_001385_000,TITLE_001385,Edited,8K,23.976,2.0,HDR10+,127.25,False,2025-09-07 22:32:42.005664
VER_TITLE_001385_001,TITLE_001385,Remastered,8K,60,Atmos,None,85.91,True,2025-06-24 22:32:42.005670
VER_TITLE_001385_002,TITLE_001385,Original,8K,30,Atmos,SDR,446.24,True,2025-09-23 22:32:42.005674
VER_TITLE_001385_003,TITLE_001385,Edited,HD,24,2.0,HDR10,109.95,False,2026-04-14 22:32:42.005678
VER_TITLE_001385_004,TITLE_001385,Original,HD,30,5.1,SDR,444.98,False,2025-06-08 22:32:42.005682
VER_TITLE_001385_005,TITLE_001385,Remastered,HD,50,5.1,HDR10+,329.5,True,2025-07-05 22:32:42.005687
VER_TITLE_001386_000,TITLE_001386,Localized,HD,60,7.1,SDR,56.64,True,2026-03-04 22:32:42.005715
VER_TITLE_001386_001,TITLE_001386,Localized,4K,25,Atmos,SDR,48.58,False,2025-11-08 22:32:42.005719
VER_TITLE_001386_002,TITLE_001386,Localized,HD,30,2.0,None,244.24,False,2026-02-12 22:32:42.005723
VER_TITLE_001386_003,TITLE_001386,Edited,4K,50,2.0,HDR10+,128.35,True,2025-06-26 22:32:42.005728
VER_TITLE_001386_004,TITLE_001386,Remastered,8K,60,Atmos,SDR,280.16,True,2026-02-06 22:32:42.005732
VER_TITLE_001387_000,TITLE_001387,Edited,HD,30,5.1,HDR10,469.86,True,2026-05-18 22:32:42.005765
VER_TITLE_001387_001,TITLE_001387,Edited,4K,29.97,7.1,HDR10+,87.05,False,2026-04-04 22:32:42.005771
VER_TITLE_001387_002,TITLE_001387,Edited,HD,50,Atmos,HDR10,151.56,False,2025-09-07 22:32:42.005776
VER_TITLE_001387_003,TITLE_001387,Localized,4K,50,5.1,Dolby Vision,444.17,True,2025-12-25 22:32:42.005781
VER_TITLE_001387_004,TITLE_001387,Localized,HD,50,5.1,SDR,319.47,False,2025-08-05 22:32:42.005785
VER_TITLE_001387_005,TITLE_001387,Edited,8K,60,Atmos,HDR10,195.46,True,2025-06-26 22:32:42.005829
VER_TITLE_001388_000,TITLE_001388,Remastered,HD,50,Atmos,HDR10+,456.49,True,2025-11-14 22:32:42.005873
VER_TITLE_001388_001,TITLE_001388,Localized,8K,23.976,5.1,HDR10+,143.18,False,2026-05-18 22:32:42.005879
VER_TITLE_001388_002,TITLE_001388,Localized,HD,25,Atmos,HDR10+,437.42,True,2026-04-25 22:32:42.005886
VER_TITLE_001388_003,TITLE_001388,Original,HD,24,5.1,None,403.74,True,2025-05-26 22:32:42.005890
VER_TITLE_001388_004,TITLE_001388,Remastered,HD,25,7.1,None,472.64,False,2025-10-23 22:32:42.005910
VER_TITLE_001388_005,TITLE_001388,Remastered,HD,25,2.0,Dolby Vision,398.38,False,2025-07-04 22:32:42.005921
VER_TITLE_001389_000,TITLE_001389,Original,HD,50,5.1,Dolby Vision,261.86,False,2025-10-08 22:32:42.005970
VER_TITLE_001390_000,TITLE_001390,Original,4K,29.97,5.1,SDR,129.23,True,2025-10-21 22:32:42.005999
VER_TITLE_001391_000,TITLE_001391,Edited,4K,50,5.1,SDR,400.8,False,2026-01-25 22:32:42.006025
VER_TITLE_001391_001,TITLE_001391,Original,HD,50,5.1,HDR10+,35.53,False,2025-10-20 22:32:42.006031
VER_TITLE_001391_002,TITLE_001391,Localized,4K,50,Atmos,HDR10,256.49,False,2026-04-24 22:32:42.006036
VER_TITLE_001391_003,TITLE_001391,Localized,4K,30,2.0,None,101.36,False,2026-01-17 22:32:42.006041
VER_TITLE_001391_004,TITLE_001391,Edited,8K,30,5.1,SDR,442.71,True,2025-08-31 22:32:42.006046
VER_TITLE_001391_005,TITLE_001391,Localized,4K,25,5.1,SDR,142.7,True,2025-06-17 22:32:42.006050
VER_TITLE_001392_000,TITLE_001392,Original,HD,30,2.0,SDR,445.63,True,2026-02-02 22:32:42.006081
VER_TITLE_001393_000,TITLE_001393,Original,8K,25,7.1,HDR10,44.15,False,2025-06-14 22:32:42.006109
VER_TITLE_001393_001,TITLE_001393,Edited,4K,60,2.0,HDR10+,65.64,True,2026-02-11 22:32:42.006115
VER_TITLE_001393_002,TITLE_001393,Localized,8K,30,Atmos,HDR10+,151.02,True,2026-02-05 22:32:42.006120
VER_TITLE_001393_003,TITLE_001393,Localized,8K,25,Atmos,HDR10+,471.0,False,2025-08-11 22:32:42.006124
VER_TITLE_001394_000,TITLE_001394,Localized,8K,60,2.0,HDR10+,295.87,True,2025-07-06 22:32:42.006150
VER_TITLE_001394_001,TITLE_001394,Remastered,8K,24,2.0,Dolby Vision,18.91,True,2026-02-14 22:32:42.006155
VER_TITLE_001394_002,TITLE_001394,Remastered,4K,25,7.1,None,247.27,True,2026-04-03 22:32:42.006160
VER_TITLE_001394_003,TITLE_001394,Edited,HD,23.976,2.0,None,75.36,False,2026-01-16 22:32:42.006164
VER_TITLE_001395_000,TITLE_001395,Edited,HD,60,5.1,Dolby Vision,424.3,True,2026-01-12 22:32:42.006194
VER_TITLE_001395_001,TITLE_001395,Remastered,4K,29.97,2.0,HDR10+,498.25,False,2025-08-22 22:32:42.006243
VER_TITLE_001395_002,TITLE_001395,Remastered,8K,30,Atmos,None,189.62,False,2026-01-24 22:32:42.006249
VER_TITLE_001395_003,TITLE_001395,Localized,HD,30,5.1,HDR10,54.16,True,2025-09-04 22:32:42.006254
VER_TITLE_001395_004,TITLE_001395,Edited,HD,60,5.1,None,422.24,True,2026-03-13 22:32:42.006258
VER_TITLE_001396_000,TITLE_001396,Remastered,4K,25,Atmos,SDR,74.77,False,2026-05-19 22:32:42.006303
VER_TITLE_001396_001,TITLE_001396,Original,8K,30,7.1,SDR,376.8,False,2025-11-11 22:32:42.006308
VER_TITLE_001397_000,TITLE_001397,Localized,4K,29.97,5.1,HDR10+,489.87,True,2025-11-23 22:32:42.006335
VER_TITLE_001398_000,TITLE_001398,Localized,HD,29.97,7.1,Dolby Vision,460.45,True,2026-01-28 22:32:42.006361
VER_TITLE_001398_001,TITLE_001398,Localized,4K,24,Atmos,None,124.61,False,2026-04-04 22:32:42.006365
VER_TITLE_001398_002,TITLE_001398,Remastered,8K,30,2.0,SDR,141.73,False,2025-06-09 22:32:42.006370
VER_TITLE_001398_003,TITLE_001398,Localized,HD,50,2.0,HDR10+,493.1,False,2025-12-27 22:32:42.006375
VER_TITLE_001398_004,TITLE_001398,Original,HD,29.97,5.1,None,469.48,False,2026-03-08 22:32:42.006379
VER_TITLE_001399_000,TITLE_001399,Original,HD,29.97,2.0,HDR10,351.73,False,2025-05-26 22:32:42.006405
VER_TITLE_001399_001,TITLE_001399,Localized,4K,60,7.1,Dolby Vision,270.19,False,2026-03-12 22:32:42.006409
VER_TITLE_001399_002,TITLE_001399,Edited,8K,30,2.0,None,279.06,False,2026-04-28 22:32:42.006414
VER_TITLE_001399_003,TITLE_001399,Remastered,HD,30,7.1,Dolby Vision,353.14,False,2025-06-04 22:32:42.006418
VER_TITLE_001399_004,TITLE_001399,Original,HD,29.97,7.1,HDR10+,102.96,True,2026-02-21 22:32:42.006423
VER_TITLE_001399_005,TITLE_001399,Edited,4K,25,7.1,SDR,284.96,False,2026-04-25 22:32:42.006428
VER_TITLE_001400_000,TITLE_001400,Localized,HD,23.976,2.0,None,368.75,True,2025-05-30 22:32:42.006452
VER_TITLE_001400_001,TITLE_001400,Original,4K,24,Atmos,None,166.93,True,2026-01-20 22:32:42.006457
VER_TITLE_001400_002,TITLE_001400,Edited,HD,50,Atmos,None,378.53,True,2026-05-19 22:32:42.006462
VER_TITLE_001400_003,TITLE_001400,Edited,HD,29.97,Atmos,HDR10+,206.06,True,2025-06-15 22:32:42.006466
VER_TITLE_001400_004,TITLE_001400,Localized,4K,50,Atmos,Dolby Vision,144.81,False,2026-02-25 22:32:42.006471
VER_TITLE_001400_005,TITLE_001400,Remastered,4K,24,5.1,Dolby Vision,135.1,False,2025-11-21 22:32:42.006475
VER_TITLE_001401_000,TITLE_001401,Remastered,4K,25,Atmos,HDR10,329.29,False,2026-03-23 22:32:42.006501
VER_TITLE_001402_000,TITLE_001402,Remastered,4K,30,Atmos,None,228.92,True,2025-09-28 22:32:42.006526
VER_TITLE_001402_001,TITLE_001402,Remastered,4K,30,7.1,Dolby Vision,431.11,False,2026-04-07 22:32:42.006532
VER_TITLE_001402_002,TITLE_001402,Edited,8K,24,Atmos,SDR,84.64,True,2025-06-03 22:32:42.006536
VER_TITLE_001403_000,TITLE_001403,Localized,8K,30,2.0,Dolby Vision,56.24,True,2025-06-30 22:32:42.006559
VER_TITLE_001404_000,TITLE_001404,Original,4K,30,2.0,None,294.08,False,2026-01-18 22:32:42.006585
VER_TITLE_001404_001,TITLE_001404,Localized,4K,50,Atmos,Dolby Vision,303.53,False,2026-03-08 22:32:42.006589
VER_TITLE_001404_002,TITLE_001404,Edited,HD,60,2.0,SDR,106.15,False,2025-05-30 22:32:42.006594
VER_TITLE_001404_003,TITLE_001404,Remastered,8K,60,2.0,None,397.96,True,2026-03-09 22:32:42.006598
VER_TITLE_001404_004,TITLE_001404,Original,4K,29.97,Atmos,HDR10,22.61,True,2026-03-03 22:32:42.006602
VER_TITLE_001404_005,TITLE_001404,Edited,8K,25,7.1,None,97.13,True,2026-03-10 22:32:42.006607
VER_TITLE_001405_000,TITLE_001405,Edited,8K,50,7.1,Dolby Vision,99.92,True,2025-08-02 22:32:42.006633
VER_TITLE_001406_000,TITLE_001406,Original,4K,50,5.1,None,390.14,False,2026-02-10 22:32:42.006658
VER_TITLE_001406_001,TITLE_001406,Edited,8K,24,2.0,None,289.69,True,2025-12-08 22:32:42.006663
VER_TITLE_001406_002,TITLE_001406,Edited,8K,30,Atmos,SDR,94.87,True,2026-05-20 22:32:42.006668
VER_TITLE_001406_003,TITLE_001406,Edited,8K,29.97,2.0,HDR10+,141.64,False,2026-03-06 22:32:42.006673
VER_TITLE_001407_000,TITLE_001407,Original,HD,60,Atmos,SDR,102.15,False,2026-05-16 22:32:42.006698
VER_TITLE_001407_001,TITLE_001407,Edited,4K,25,7.1,None,171.58,True,2025-08-05 22:32:42.006702
VER_TITLE_001407_002,TITLE_001407,Localized,4K,24,5.1,Dolby Vision,36.13,False,2025-11-01 22:32:42.006707
VER_TITLE_001407_003,TITLE_001407,Original,4K,23.976,7.1,HDR10+,196.57,False,2025-07-06 22:32:42.006712
VER_TITLE_001408_000,TITLE_001408,Original,4K,24,2.0,HDR10,56.29,True,2026-02-05 22:32:42.006745
VER_TITLE_001408_001,TITLE_001408,Original,HD,23.976,2.0,HDR10+,177.96,False,2025-12-22 22:32:42.006750
VER_TITLE_001408_002,TITLE_001408,Remastered,8K,25,Atmos,SDR,67.26,False,2026-04-01 22:32:42.006755
VER_TITLE_001408_003,TITLE_001408,Original,8K,23.976,Atmos,None,119.23,True,2025-05-31 22:32:42.006759
VER_TITLE_001409_000,TITLE_001409,Original,HD,25,5.1,SDR,246.43,True,2025-10-25 22:32:42.006785
VER_TITLE_001409_001,TITLE_001409,Original,4K,60,2.0,HDR10+,49.97,False,2025-06-09 22:32:42.006791
VER_TITLE_001409_002,TITLE_001409,Original,HD,24,Atmos,Dolby Vision,185.92,True,2026-02-16 22:32:42.006795
VER_TITLE_001409_003,TITLE_001409,Localized,4K,23.976,5.1,HDR10+,384.28,True,2026-02-01 22:32:42.006800
VER_TITLE_001409_004,TITLE_001409,Localized,8K,60,5.1,SDR,224.26,False,2026-03-21 22:32:42.006804
VER_TITLE_001410_000,TITLE_001410,Edited,4K,23.976,Atmos,HDR10+,234.22,False,2026-02-08 22:32:42.006831
VER_TITLE_001411_000,TITLE_001411,Localized,8K,60,2.0,None,341.23,True,2026-01-27 22:32:42.006858
VER_TITLE_001411_001,TITLE_001411,Edited,HD,25,2.0,None,254.74,True,2026-04-19 22:32:42.006864
VER_TITLE_001412_000,TITLE_001412,Original,4K,60,Atmos,Dolby Vision,310.45,True,2025-12-22 22:32:42.006892
VER_TITLE_001412_001,TITLE_001412,Edited,4K,30,Atmos,Dolby Vision,302.63,False,2025-12-01 22:32:42.006897
VER_TITLE_001412_002,TITLE_001412,Remastered,HD,60,7.1,HDR10,297.1,True,2026-05-06 22:32:42.006901
VER_TITLE_001412_003,TITLE_001412,Edited,HD,25,7.1,HDR10+,475.57,True,2025-07-09 22:32:42.006906
VER_TITLE_001413_000,TITLE_001413,Original,4K,50,5.1,SDR,208.28,False,2026-04-10 22:32:42.006935
VER_TITLE_001413_001,TITLE_001413,Original,4K,29.97,Atmos,SDR,56.92,True,2025-10-04 22:32:42.006941
VER_TITLE_001413_002,TITLE_001413,Remastered,4K,24,Atmos,HDR10,346.79,True,2025-06-24 22:32:42.006945
VER_TITLE_001413_003,TITLE_001413,Original,HD,29.97,2.0,HDR10,172.54,False,2025-07-02 22:32:42.006950
VER_TITLE_001413_004,TITLE_001413,Edited,8K,29.97,Atmos,None,179.11,False,2025-09-20 22:32:42.006954
VER_TITLE_001414_000,TITLE_001414,Remastered,8K,25,7.1,HDR10,36.1,False,2026-05-21 22:32:42.006984
VER_TITLE_001414_001,TITLE_001414,Edited,HD,24,7.1,HDR10,383.96,False,2025-06-08 22:32:42.006989
VER_TITLE_001414_002,TITLE_001414,Edited,4K,25,2.0,Dolby Vision,54.41,True,2025-08-19 22:32:42.006994
VER_TITLE_001414_003,TITLE_001414,Edited,4K,29.97,5.1,SDR,166.95,False,2025-12-14 22:32:42.006998
VER_TITLE_001415_000,TITLE_001415,Localized,8K,25,Atmos,None,252.75,False,2025-05-30 22:32:42.007023
VER_TITLE_001416_000,TITLE_001416,Edited,HD,29.97,5.1,Dolby Vision,45.19,True,2025-06-12 22:32:42.007048
VER_TITLE_001416_001,TITLE_001416,Localized,8K,24,5.1,HDR10,166.22,False,2025-09-27 22:32:42.007054
VER_TITLE_001416_002,TITLE_001416,Original,8K,30,2.0,Dolby Vision,90.74,False,2026-03-28 22:32:42.007058
VER_TITLE_001416_003,TITLE_001416,Edited,4K,60,5.1,Dolby Vision,20.98,False,2025-06-16 22:32:42.007077
VER_TITLE_001416_004,TITLE_001416,Remastered,HD,60,Atmos,HDR10,317.9,False,2025-07-08 22:32:42.007086
VER_TITLE_001416_005,TITLE_001416,Edited,8K,30,7.1,HDR10,226.26,True,2025-05-30 22:32:42.007090
VER_TITLE_001417_000,TITLE_001417,Localized,8K,24,2.0,SDR,437.34,True,2025-07-22 22:32:42.007123
VER_TITLE_001417_001,TITLE_001417,Edited,HD,23.976,5.1,HDR10+,269.26,False,2025-09-13 22:32:42.007128
VER_TITLE_001418_000,TITLE_001418,Remastered,8K,50,2.0,HDR10+,182.37,True,2025-06-11 22:32:42.007154
VER_TITLE_001418_001,TITLE_001418,Edited,HD,23.976,7.1,None,367.12,True,2026-02-15 22:32:42.007159
VER_TITLE_001418_002,TITLE_001418,Remastered,4K,50,Atmos,HDR10,84.47,False,2025-07-21 22:32:42.007164
VER_TITLE_001418_003,TITLE_001418,Edited,8K,50,7.1,SDR,342.65,False,2025-07-22 22:32:42.007169
VER_TITLE_001418_004,TITLE_001418,Remastered,HD,60,2.0,HDR10+,114.29,False,2025-11-20 22:32:42.007175
VER_TITLE_001419_000,TITLE_001419,Original,8K,50,7.1,SDR,490.84,False,2025-12-22 22:32:42.007202
VER_TITLE_001419_001,TITLE_001419,Remastered,HD,23.976,5.1,HDR10,126.57,False,2026-02-11 22:32:42.007207
VER_TITLE_001419_002,TITLE_001419,Remastered,4K,23.976,Atmos,None,341.85,True,2026-02-11 22:32:42.007211
VER_TITLE_001419_003,TITLE_001419,Edited,HD,29.97,2.0,Dolby Vision,70.95,True,2025-12-22 22:32:42.007215
VER_TITLE_001420_000,TITLE_001420,Remastered,8K,25,5.1,None,257.1,False,2025-08-02 22:32:42.007240
VER_TITLE_001420_001,TITLE_001420,Original,4K,24,5.1,HDR10+,420.66,False,2025-10-13 22:32:42.007244
VER_TITLE_001421_000,TITLE_001421,Original,HD,30,5.1,SDR,294.83,True,2026-02-19 22:32:42.007268
VER_TITLE_001421_001,TITLE_001421,Edited,HD,30,5.1,Dolby Vision,87.26,False,2025-06-01 22:32:42.007275
VER_TITLE_001422_000,TITLE_001422,Localized,4K,25,7.1,HDR10,354.13,False,2026-02-20 22:32:42.007299
VER_TITLE_001422_001,TITLE_001422,Original,HD,30,Atmos,Dolby Vision,238.34,True,2025-11-27 22:32:42.007304
VER_TITLE_001422_002,TITLE_001422,Remastered,HD,29.97,5.1,HDR10+,13.8,False,2025-12-21 22:32:42.007308
VER_TITLE_001422_003,TITLE_001422,Localized,4K,29.97,Atmos,SDR,185.32,True,2025-10-07 22:32:42.007313
VER_TITLE_001423_000,TITLE_001423,Edited,4K,30,7.1,HDR10+,280.29,False,2025-10-06 22:32:42.007337
VER_TITLE_001424_000,TITLE_001424,Edited,4K,29.97,2.0,HDR10,380.28,True,2025-10-01 22:32:42.007360
VER_TITLE_001424_001,TITLE_001424,Original,4K,29.97,2.0,None,479.54,True,2025-11-09 22:32:42.007364
VER_TITLE_001425_000,TITLE_001425,Edited,4K,25,2.0,HDR10,69.95,True,2025-08-29 22:32:42.007387
VER_TITLE_001425_001,TITLE_001425,Remastered,4K,24,5.1,HDR10+,87.75,True,2025-05-25 22:32:42.007392
VER_TITLE_001426_000,TITLE_001426,Edited,8K,29.97,2.0,None,272.7,True,2025-07-09 22:32:42.007415
VER_TITLE_001427_000,TITLE_001427,Edited,8K,50,2.0,Dolby Vision,318.31,False,2026-04-09 22:32:42.007438
VER_TITLE_001427_001,TITLE_001427,Localized,4K,25,Atmos,Dolby Vision,397.23,True,2025-11-30 22:32:42.007445
VER_TITLE_001428_000,TITLE_001428,Original,4K,60,Atmos,HDR10+,130.71,True,2026-01-19 22:32:42.007469
VER_TITLE_001428_001,TITLE_001428,Remastered,8K,25,Atmos,None,461.04,False,2025-08-23 22:32:42.007473
VER_TITLE_001428_002,TITLE_001428,Remastered,HD,23.976,5.1,Dolby Vision,388.7,True,2025-10-08 22:32:42.007477
VER_TITLE_001428_003,TITLE_001428,Localized,8K,50,Atmos,SDR,188.11,True,2025-11-01 22:32:42.007481
VER_TITLE_001429_000,TITLE_001429,Remastered,8K,60,7.1,Dolby Vision,464.33,False,2025-07-24 22:32:42.007506
VER_TITLE_001429_001,TITLE_001429,Edited,HD,50,7.1,HDR10,268.83,True,2026-01-18 22:32:42.007511
