job_id,version_id,language_code,job_type,status,completion_date,quality_score,vendor
15c57bbb-a5ac-42de-9f22-648b57a0aa29,VER_TITLE_001194_000,LANG_004,Audio Description,Completed,2025-12-24T18:57:20.472942,0.7616924758134576,Cain Ltd
3c3ee121-72a2-4941-aa8f-786b63cf7be1,VER_TITLE_001194_002,LANG_005,Dubbing,QA Review,,,Knight Ltd
fa027f23-74f9-4415-9ade-d1acb06675db,VER_TITLE_001194_002,LANG_023,Voice-over,In Progress,,,Internal
74abd58a-0997-4bba-ade9-1822cc425109,VER_TITLE_001195_001,LANG_014,Subtitling,Pending,,,"Snyder, Evans and Hopkins"
bb5ed7e6-6b86-4b95-acfb-c1a6382598ca,VER_TITLE_001196_001,LANG_010,Voice-over,Pending,,,Escobar-Hayes
fdc297aa-57bb-4b29-b84a-11d3e9d87e24,VER_TITLE_001196_003,LANG_015,Dubbing,In Progress,,,Dean-Bauer
75ebd58f-72b1-4cc6-b0c6-fa4e0395ced6,VER_TITLE_001197_001,LANG_030,Voice-over,In Progress,,,Thomas Group
24d0261d-71a6-43e7-8064-bb4b2ec0d356,VER_TITLE_001197_001,LANG_011,Voice-over,In Progress,,,Internal
411e5d71-f78f-4af2-a2fa-bf35f6544a2a,VER_TITLE_001197_001,LANG_026,Voice-over,Completed,2026-05-10T18:57:20.473644,0.8279516775883666,Wilson LLC
592ac33e-44d5-476c-85fd-5d9a379208a5,VER_TITLE_001198_000,LANG_011,Dubbing,In Progress,,,Internal
77559305-701d-4595-9856-bf1e06cb664f,VER_TITLE_001198_002,LANG_007,Voice-over,In Progress,,,Internal
8e6b87c0-8bf7-42a7-971c-8165fde33d82,VER_TITLE_001198_002,LANG_012,Audio Description,Completed,2026-04-25T18:57:20.473796,0.7562652193381725,Internal
ad203f5c-020c-4f04-9305-c5b7079e1082,VER_TITLE_001198_003,LANG_019,Voice-over,In Progress,,,Internal
fa3a5f36-792f-4fd2-8681-e84fbb947a02,VER_TITLE_001198_003,LANG_010,Dubbing,Completed,2026-02-28T18:57:20.473853,0.7710137871396308,Internal
aa777788-0210-4f6c-824d-9ce27d923fe9,VER_TITLE_001198_003,LANG_025,Audio Description,Completed,2026-02-01T18:57:20.473862,0.9759468063039081,Powell-Peters
5f53de8e-48a5-46e2-8a13-23be43738bf2,VER_TITLE_001198_004,LANG_012,Subtitling,QA Review,,,"Morgan, Morris and Hicks"
47029787-d57b-4895-b6cb-83cf981a2700,VER_TITLE_001199_000,LANG_029,Voice-over,QA Review,,,Weber Group
31078302-d5b9-4acb-9059-881e09a792c0,VER_TITLE_001199_000,LANG_016,Dubbing,QA Review,,,Internal
877b89b6-db3b-4408-b728-7697489af95d,VER_TITLE_001200_001,LANG_024,Voice-over,Completed,2026-02-08T18:57:20.474238,0.9404445074461105,Internal
00be988b-597e-4735-98a8-6fc895f0486a,VER_TITLE_001200_001,LANG_022,Audio Description,Completed,2025-11-27T18:57:20.474249,0.7675648082948937,"Munoz, Johnson and Williams"
ee76886b-c048-4b9d-aaec-d3479b7c464f,VER_TITLE_001201_001,LANG_025,Audio Description,Pending,,,Internal
aa770d64-5e74-444e-9c44-f839f9c6c690,VER_TITLE_001201_002,LANG_017,Audio Description,In Progress,,,"Colon, Smith and Blair"
6775b902-b2d6-4175-a01d-352c8bdbc53b,VER_TITLE_001201_002,LANG_027,Subtitling,Pending,,,Internal
b49b8ade-ef5e-4117-903f-3546d3da0bf3,VER_TITLE_001201_003,LANG_008,Audio Description,Completed,2026-03-03T18:57:20.474662,0.8364764535930497,Internal
9bde844a-2ce1-416c-8922-6e51318b4c1b,VER_TITLE_001201_003,LANG_012,Subtitling,Completed,2025-12-18T18:57:20.474673,0.838809239460619,"Phillips, Wiley and Lewis"
431445a2-32e4-466d-ae7c-6101dbdaaa91,VER_TITLE_001201_003,LANG_028,Subtitling,Pending,,,"Parrish, Davila and Clark"
f443cb5b-211b-4f76-9b10-f229f573797a,VER_TITLE_001201_005,LANG_002,Dubbing,Completed,2025-11-26T18:57:20.474933,0.9411980060230785,Martinez-Mendez
7831399b-3473-4a94-b505-94a07edfef65,VER_TITLE_001201_005,LANG_006,Voice-over,In Progress,,,Internal
d8ba1658-9849-471a-b52d-3e558ac35f28,VER_TITLE_001201_005,LANG_022,Voice-over,QA Review,,,Internal
d67595ae-f90c-4481-a5fc-ce99d2a0360a,VER_TITLE_001202_001,LANG_026,Voice-over,Pending,,,Internal
ca00e5b4-9697-42df-bdae-45ed0b559114,VER_TITLE_001202_001,LANG_022,Voice-over,QA Review,,,Montgomery-Hall
a1fa040d-1df3-43ae-bd57-06f8d5994e66,VER_TITLE_001202_003,LANG_018,Dubbing,QA Review,,,Lowe-Hill
7a4063d8-24a0-4d58-a347-0adb0608f60d,VER_TITLE_001204_000,LANG_030,Dubbing,In Progress,,,Floyd LLC
96ef6b9c-9c27-495c-8e95-687569f7bbe5,VER_TITLE_001206_000,LANG_015,Voice-over,Pending,,,Internal
222fe0a9-547d-41ff-a758-8a8b990315a1,VER_TITLE_001206_000,LANG_022,Subtitling,QA Review,,,Baker PLC
606f1a35-c635-43ae-94a6-7e370816ba39,VER_TITLE_001206_000,LANG_008,Subtitling,Completed,2026-03-14T18:57:20.475484,0.9134808122353888,Internal
1cc40e84-5adf-4a63-92c5-21ecd1571517,VER_TITLE_001207_001,LANG_005,Subtitling,In Progress,,,Internal
e725aebd-2b9d-4d6f-b746-19d69358e1e7,VER_TITLE_001207_001,LANG_022,Dubbing,QA Review,,,Internal
0c541158-e7dc-4db2-aca7-fcc2f0547aa6,VER_TITLE_001208_002,LANG_014,Dubbing,QA Review,,,Elliott LLC
b8a4b50a-84f3-46fe-b857-026bdd00b8a7,VER_TITLE_001208_005,LANG_027,Audio Description,QA Review,,,Pope-Harding
3a834fa2-2f8c-4eba-a343-81c13820c0b0,VER_TITLE_001209_001,LANG_014,Audio Description,Pending,,,"Johnson, Hendricks and Welch"
126e9536-4692-4f35-a362-867dd465bdb9,VER_TITLE_001209_001,LANG_005,Audio Description,Pending,,,"Kelly, Waters and Jones"
7c78b207-db3f-41cf-8987-ca64b4e94c1d,VER_TITLE_001209_002,LANG_013,Audio Description,QA Review,,,Internal
4d1f0282-3183-4865-8727-fd4b0f870c4e,VER_TITLE_001209_003,LANG_007,Audio Description,QA Review,,,Davis LLC
fa23209d-d8d6-4ce0-a39f-1126fabfda05,VER_TITLE_001209_003,LANG_012,Subtitling,Completed,2026-03-04T18:57:20.476189,0.9968591128352773,"Mercado, Delacruz and Gordon"
f5744a32-3310-402b-82e5-0b37f0ee1f5b,VER_TITLE_001210_001,LANG_003,Dubbing,Pending,,,Internal
c437b442-4d79-48f9-926e-3c6606bc7ee5,VER_TITLE_001210_001,LANG_016,Dubbing,Pending,,,Internal
c02f400f-9f44-4bb0-93d7-6a3054f12bbf,VER_TITLE_001211_000,LANG_010,Voice-over,QA Review,,,Internal
0bf46631-bd95-40b7-a933-6835403e968c,VER_TITLE_001211_000,LANG_019,Dubbing,In Progress,,,Internal
6655a56b-59b3-41e7-b647-817dbc8a74e9,VER_TITLE_001211_000,LANG_011,Voice-over,QA Review,,,Murray-French
eea841da-1821-4cdf-beda-4954bd04f46a,VER_TITLE_001211_001,LANG_029,Dubbing,QA Review,,,Internal
dbbc235c-ee02-476b-8be1-94a39d256ece,VER_TITLE_001211_001,LANG_001,Subtitling,QA Review,,,"Turner, Barnes and Rollins"
0d231f5e-e96d-4ae0-b641-6b894a15e5fc,VER_TITLE_001211_001,LANG_026,Dubbing,Completed,2026-01-30T18:57:20.476673,0.8109641976334724,Internal
73404b59-b166-4dc5-a046-f4dc065b1df2,VER_TITLE_001212_000,LANG_018,Dubbing,QA Review,,,"Salazar, Brown and Norman"
d3a51fd1-c2e4-424a-818c-b6c9dbdcf89a,VER_TITLE_001212_000,LANG_003,Dubbing,In Progress,,,Internal
f125be1d-72ea-46f4-926d-f9e93b61e966,VER_TITLE_001213_000,LANG_026,Dubbing,QA Review,,,Guzman PLC
3adb0f77-416d-4c5f-828d-caedd8f8f7a6,VER_TITLE_001214_000,LANG_002,Dubbing,Pending,,,Internal
21ec82d6-7b7c-497e-925a-4b949fc63f59,VER_TITLE_001215_000,LANG_016,Dubbing,Pending,,,Internal
149f6cc5-dbd3-4ab3-95c4-8325f54cbcf0,VER_TITLE_001215_000,LANG_022,Dubbing,Pending,,,Williams-Lucas
de93dc9b-32ba-4dab-961a-3024560c143e,VER_TITLE_001215_000,LANG_010,Audio Description,QA Review,,,Internal
98aa8e30-337e-4ba3-aff3-2c8333906d30,VER_TITLE_001215_003,LANG_007,Audio Description,Pending,,,Internal
9c6a3696-a6fe-4704-bdf7-755cbf94586b,VER_TITLE_001215_003,LANG_021,Audio Description,QA Review,,,Internal
a6738415-c27b-4f7a-96ae-cceca824d287,VER_TITLE_001215_004,LANG_029,Subtitling,Completed,2025-12-02T18:57:20.477221,0.8065137308202364,Internal
97e7b597-143f-4882-bde9-eea96942821a,VER_TITLE_001215_004,LANG_021,Dubbing,Completed,2026-05-07T18:57:20.477232,0.9411566093989681,Internal
d88ccd32-d226-4b56-9a86-1ac6e413c71a,VER_TITLE_001215_005,LANG_018,Subtitling,QA Review,,,Andrade-Smith
c5b83bba-9d4b-418d-92b6-b3bba83d406a,VER_TITLE_001215_005,LANG_003,Voice-over,In Progress,,,"Nguyen, Perez and Dean"
6294c59a-8e0c-460d-be54-19a4f13e8ac0,VER_TITLE_001215_005,LANG_026,Subtitling,Pending,,,Internal
abce42ac-363a-43b8-a921-f4d71e0920d8,VER_TITLE_001216_000,LANG_002,Voice-over,Completed,2026-02-18T18:57:20.477515,0.8881214094601779,Merritt-Ramos
0c9ed4d8-15c2-4cdc-9ccd-dfb180f281d7,VER_TITLE_001216_001,LANG_020,Subtitling,Completed,2026-04-30T18:57:20.477642,0.7257305875985763,"Gibson, Hernandez and Gomez"
bcb0694c-e032-4cc6-b011-1bad7e6afe3a,VER_TITLE_001216_001,LANG_015,Subtitling,QA Review,,,Joseph-Livingston
92b2f273-bb53-4c22-b7aa-34518b32070e,VER_TITLE_001216_001,LANG_010,Dubbing,Pending,,,Internal
dd16a15d-8a9d-427a-8f46-a09f1c415edb,VER_TITLE_001216_002,LANG_009,Audio Description,In Progress,,,Internal
ea525134-9f88-45dd-a833-cf8e7c0fbe9a,VER_TITLE_001216_002,LANG_006,Dubbing,Pending,,,"Graves, Lam and Smith"
bb39c53f-2317-49ba-ac8b-7c707fd7be86,VER_TITLE_001216_003,LANG_006,Voice-over,Completed,2026-02-27T18:57:20.478071,0.834715335564206,Internal
d5909288-c258-47c5-a0b7-1148934945f4,VER_TITLE_001216_003,LANG_008,Voice-over,Completed,2026-04-06T18:57:20.478086,0.9169670726749966,Internal
94befaf3-2852-4d2e-8b79-83f513151090,VER_TITLE_001217_000,LANG_005,Dubbing,Completed,2026-04-21T18:57:20.478142,0.9314614909534829,Internal
92005f33-80b0-4e09-8db9-9bd5f895bd5b,VER_TITLE_001217_001,LANG_011,Audio Description,Pending,,,Internal
74157eb6-1e42-451e-88bc-8f2798535cf1,VER_TITLE_001218_001,LANG_022,Subtitling,Pending,,,"Norton, Williams and Salinas"
17a2498a-2fd6-47ab-9d35-6302f38f76ec,VER_TITLE_001218_001,LANG_027,Audio Description,In Progress,,,Cooper-Berry
511bd66d-3d94-4bee-9b3e-f546d4924756,VER_TITLE_001218_001,LANG_011,Dubbing,Completed,2026-02-22T18:57:20.478449,0.8659156535672423,Internal
379f7271-70fb-47eb-95b3-e803ce84ee1a,VER_TITLE_001218_003,LANG_025,Audio Description,QA Review,,,Internal
b52eea90-6516-4b5c-9591-8785b971f722,VER_TITLE_001218_003,LANG_002,Subtitling,In Progress,,,"Clark, Wiggins and Hill"
1f1d53e1-38a2-4a71-952b-3ce6d4236f9a,VER_TITLE_001218_004,LANG_020,Subtitling,Completed,2026-01-11T18:57:20.478673,0.9757673693245472,Edwards Group
b4a3c16b-d33f-463a-9e0e-59b00c8c417d,VER_TITLE_001219_000,LANG_007,Dubbing,In Progress,,,"Gonzalez, Potter and Williams"
bc737fb0-2dc9-4e0f-9c12-82a04aabfd0b,VER_TITLE_001219_000,LANG_011,Subtitling,In Progress,,,Fox-Castro
fce337cd-f26e-442a-be26-a1f59ad25a20,VER_TITLE_001219_000,LANG_009,Audio Description,QA Review,,,Internal
b014ba1e-1150-484c-b908-94c569a34de4,VER_TITLE_001219_002,LANG_004,Audio Description,Pending,,,Internal
1c6dac03-56c3-42a3-bb0f-2e5f429b0855,VER_TITLE_001219_002,LANG_011,Voice-over,Pending,,,Internal
bacac1f4-3ffd-4b42-a671-4e87d7f55ea8,VER_TITLE_001219_002,LANG_019,Audio Description,QA Review,,,Internal
bfa864ad-e9ab-4f37-978c-bde5dc67c54c,VER_TITLE_001219_004,LANG_028,Voice-over,Completed,2026-03-08T18:57:20.479103,0.9399128186064672,Internal
b7cbbd2f-1bd1-43d3-9746-4bc36b0f82d1,VER_TITLE_001219_004,LANG_026,Voice-over,QA Review,,,Internal
f2bc6f8f-a12a-4d2a-b5a3-441086aeda02,VER_TITLE_001220_001,LANG_022,Voice-over,Completed,2026-01-06T18:57:20.479169,0.8719052344621453,Ramirez-Quinn
1d1b3df5-6930-4a4d-bd35-98125e1cb544,VER_TITLE_001220_002,LANG_016,Audio Description,In Progress,,,Reynolds-Bell
74b23b20-f95a-4708-a1de-1e7876d86c47,VER_TITLE_001220_004,LANG_029,Dubbing,Completed,2026-04-12T18:57:20.479425,0.7781002723909051,Internal
0089a922-5d31-4fea-a507-e847464f01fa,VER_TITLE_001222_000,LANG_014,Subtitling,In Progress,,,Internal
0e22fab9-157e-4e47-b538-d2731fb70b4e,VER_TITLE_001222_000,LANG_021,Subtitling,Completed,2026-04-26T18:57:20.479500,0.8755399808802795,Internal
0cfcaee9-784b-480e-ae7f-1742e67dc4e4,VER_TITLE_001222_000,LANG_025,Subtitling,QA Review,,,"Edwards, Mcfarland and Sharp"
a66b14d3-d894-426e-a82b-57ee7ec4438b,VER_TITLE_001222_001,LANG_027,Subtitling,QA Review,,,Internal
22e8c0d0-38df-493e-9e35-532941bb4d12,VER_TITLE_001222_001,LANG_008,Voice-over,Completed,2026-04-16T18:57:20.479673,0.9845427927702444,"Bonilla, Ho and Weber"
b9921538-556a-4efd-ab8c-8cd9d0c50e06,VER_TITLE_001222_002,LANG_012,Dubbing,In Progress,,,Williams-Miller
ee8ed327-68ab-4338-9f65-b0dbc4f5344e,VER_TITLE_001222_003,LANG_022,Dubbing,QA Review,,,"Sanders, Webster and Williams"
6f2499e9-0170-4665-b234-e5617e56707d,VER_TITLE_001222_004,LANG_007,Voice-over,QA Review,,,Internal
938f83eb-51fa-4497-90fb-e96d0ef98486,VER_TITLE_001222_004,LANG_014,Subtitling,In Progress,,,Internal
7b2f0b50-4e82-4b91-86e9-90f2a114c027,VER_TITLE_001223_000,LANG_008,Dubbing,Pending,,,Scott and Sons
a0e14c28-22fa-4391-8a8f-9505276ade23,VER_TITLE_001223_001,LANG_006,Audio Description,Completed,2025-12-01T18:57:20.480339,0.8564275427025365,Stephens-Woodward
99d17ad4-3308-448f-b36f-1c1a927e9ee4,VER_TITLE_001223_001,LANG_025,Dubbing,Completed,2026-02-25T18:57:20.480421,0.9610377221493689,Shaw-Young
30b2c2ab-6a37-443c-bbe4-6da6f9f3a876,VER_TITLE_001224_003,LANG_023,Subtitling,Pending,,,Diaz-Nunez
312f9237-6452-4c66-b61b-b9112d06566c,VER_TITLE_001224_003,LANG_008,Subtitling,QA Review,,,Robinson-Krueger
9065ea3f-dc48-4650-bf8f-f8023f321e2d,VER_TITLE_001225_001,LANG_019,Dubbing,Completed,2026-03-19T18:57:20.480781,0.9023615211283847,Lozano-King
03264135-dd01-4bb2-8cdc-35d7faef1f0b,VER_TITLE_001225_001,LANG_004,Voice-over,QA Review,,,"Young, Spencer and Brown"
b17f6f4e-d38e-488f-9f58-53af1eeb70ca,VER_TITLE_001225_002,LANG_003,Dubbing,Completed,2026-04-23T18:57:20.481014,0.7754087583067045,Tucker Ltd
707d7dac-0d05-45cb-a05d-dabd1b7f249f,VER_TITLE_001225_002,LANG_016,Voice-over,QA Review,,,Internal
2d26b21b-8049-4e6c-949e-92b98696b9d2,VER_TITLE_001226_000,LANG_015,Audio Description,QA Review,,,Internal
5fc1b77e-c240-4ff5-97fd-c51ba477c723,VER_TITLE_001226_001,LANG_019,Audio Description,QA Review,,,Internal
ab93e03b-5fd4-4d91-b950-37f668635d13,VER_TITLE_001226_001,LANG_024,Audio Description,QA Review,,,Armstrong-Nelson
60a1feca-9c41-4528-a59c-d6504118ee82,VER_TITLE_001226_001,LANG_004,Voice-over,QA Review,,,Adkins-Fry
dd1c6901-82cd-47c1-a620-602aa70e609e,VER_TITLE_001227_001,LANG_016,Dubbing,Pending,,,Internal
1ac819ac-bf7b-43e5-be21-e5e026de1f24,VER_TITLE_001227_002,LANG_010,Dubbing,QA Review,,,Internal
e644853c-1401-4ead-b627-253914157dc9,VER_TITLE_001228_000,LANG_030,Voice-over,In Progress,,,Internal
daabcc84-f2d8-4a74-b063-42363291b5e3,VER_TITLE_001228_000,LANG_004,Audio Description,Pending,,,"Jones, Baldwin and Gonzalez"
af0d866a-9457-406f-afcc-9e3c407c1d14,VER_TITLE_001229_000,LANG_014,Subtitling,Pending,,,Internal
2c8cfa79-e91a-4bff-b3c1-7d6371e402cb,VER_TITLE_001229_000,LANG_030,Dubbing,Pending,,,Baxter and Sons
4f0b5199-6a80-4ee8-b1c1-47045432f961,VER_TITLE_001229_000,LANG_022,Subtitling,In Progress,,,Internal
7c39b590-9678-4ed0-8d3e-0a6c12bd8615,VER_TITLE_001229_001,LANG_030,Audio Description,Pending,,,Internal
ba101a60-cc6d-4514-afad-20ca9adc45fc,VER_TITLE_001229_001,LANG_027,Dubbing,Pending,,,Internal
6799f0a0-7f56-49dc-844b-a56fa0b9fad7,VER_TITLE_001229_001,LANG_029,Voice-over,QA Review,,,Internal
39b901cc-8166-488b-92a9-e098ca3ea0f8,VER_TITLE_001229_002,LANG_008,Subtitling,Completed,2026-02-21T18:57:20.481815,0.9721734836209179,Lewis-Anderson
b126055e-185f-4ed4-82b0-87bbf32559c4,VER_TITLE_001229_002,LANG_004,Voice-over,Completed,2025-12-10T18:57:20.481906,0.7349606869465671,Day-Noble
8f069768-0ee9-4c81-a222-21de2e671ea0,VER_TITLE_001229_002,LANG_027,Audio Description,In Progress,,,Internal
c9ff5b60-3426-4147-8f7f-f16d4a34d246,VER_TITLE_001230_000,LANG_012,Subtitling,Pending,,,Scott-Taylor
53445871-d8e8-42e7-b54c-44d30d59a977,VER_TITLE_001230_000,LANG_004,Audio Description,Completed,2026-03-27T18:57:20.482128,0.7148102619342124,"Phillips, Baker and Walker"
3d8788c9-b2a0-4fa3-93c4-63241d58e199,VER_TITLE_001231_000,LANG_026,Audio Description,Completed,2026-04-25T18:57:20.482283,0.7376506545490337,Ryan LLC
9b084b0c-462b-4cb3-a707-c9b3d3089bc4,VER_TITLE_001231_000,LANG_011,Voice-over,In Progress,,,Fisher-Mcclain
0426f371-33e4-44b7-a6e9-ff1e2e96f661,VER_TITLE_001231_000,LANG_030,Voice-over,Completed,2025-11-23T18:57:20.482406,0.9392821187473654,Internal
73af6137-e2f0-4143-8b07-225e99af1c2c,VER_TITLE_001232_001,LANG_010,Audio Description,Pending,,,Internal
add5539c-c168-4916-8ab4-45d4b78677d4,VER_TITLE_001232_004,LANG_019,Audio Description,QA Review,,,Internal
28048294-89f9-405f-a794-045a735a1a9a,VER_TITLE_001232_004,LANG_026,Dubbing,Completed,2026-02-05T18:57:20.482520,0.7200756165733931,Internal
bddf35b7-6959-44f4-85da-1f4f27430dda,VER_TITLE_001232_004,LANG_023,Subtitling,QA Review,,,Internal
2907e194-bdef-4eab-a85a-da1a62ff7e4c,VER_TITLE_001233_000,LANG_024,Voice-over,Completed,2026-02-03T18:57:20.482577,0.8469094047830042,Donovan-Owens
e3d84cda-4d58-4d3f-9689-ff00a9c13b18,VER_TITLE_001234_001,LANG_001,Subtitling,QA Review,,,"Allen, Harper and Villegas"
5e90588d-91ee-40e2-86ed-811b02e958a8,VER_TITLE_001236_000,LANG_009,Audio Description,Pending,,,Maddox Ltd
0c5d8dfa-6c01-4196-8f71-7e4cfe3c9325,VER_TITLE_001236_001,LANG_015,Dubbing,Completed,2026-04-16T18:57:20.483158,0.791089329155699,Cox PLC
78991890-8015-4ba3-bf73-b93dd16c7fab,VER_TITLE_001236_001,LANG_017,Dubbing,QA Review,,,Internal
156ef521-affd-4555-bce2-d814f3b1ef4c,VER_TITLE_001236_002,LANG_004,Audio Description,QA Review,,,"Parker, Reed and Schroeder"
be5e83f0-b550-4d8d-be03-d1a971551fac,VER_TITLE_001236_002,LANG_012,Voice-over,QA Review,,,Mitchell Group
bdbafe8f-4625-4a1f-8156-1bad4cca24ec,VER_TITLE_001236_002,LANG_010,Dubbing,In Progress,,,Internal
01fea534-97fe-4fc6-b5cc-eb72e467a71b,VER_TITLE_001236_004,LANG_003,Subtitling,QA Review,,,Internal
fbad7515-f074-4f96-84b5-06672aba5691,VER_TITLE_001236_005,LANG_015,Subtitling,In Progress,,,Internal
31689c4e-46bb-43de-8179-ff20ed084848,VER_TITLE_001236_005,LANG_007,Voice-over,QA Review,,,Thompson-Ramos
3a095d9d-1014-44d5-a9a9-1fabed65b0df,VER_TITLE_001236_005,LANG_013,Dubbing,Completed,2026-05-02T18:57:20.483890,0.7579797606161748,Internal
65c55f59-aa5e-4918-908a-240e7d72d4c5,VER_TITLE_001238_000,LANG_010,Dubbing,Completed,2026-01-10T18:57:20.483959,0.7435792091277104,"Andrews, Townsend and Clayton"
bfd055ed-e0e9-410f-baf9-b69a8497be71,VER_TITLE_001238_000,LANG_023,Dubbing,QA Review,,,Internal
35500ef8-0e9d-4958-bb9c-1ce59dfb164a,VER_TITLE_001238_000,LANG_024,Dubbing,In Progress,,,Waller Group
dbefc519-7a09-4b7e-a86e-390c15428e62,VER_TITLE_001238_001,LANG_001,Dubbing,Completed,2026-05-16T18:57:20.484167,0.9350182040690697,"Williams, Rush and Shannon"
1a52b4f9-8efe-4c73-93a5-1c94b9bea29c,VER_TITLE_001238_001,LANG_006,Voice-over,Completed,2026-02-17T18:57:20.484278,0.9597244029538405,Internal
6454df6a-1d3b-4ace-add3-8c6ad41c7090,VER_TITLE_001238_001,LANG_007,Audio Description,In Progress,,,Internal
da541768-84a9-4513-95b6-909f7c47b0d4,VER_TITLE_001239_001,LANG_018,Audio Description,Pending,,,Guerra PLC
ebe577f1-230a-4596-85b4-1df5d9f62e89,VER_TITLE_001239_001,LANG_024,Subtitling,QA Review,,,Internal
e75ef729-fad1-4ca3-8967-d385cffabd02,VER_TITLE_001239_001,LANG_028,Audio Description,Pending,,,Internal
aa5784b0-fb18-47c4-9c18-d92a06ca967c,VER_TITLE_001239_003,LANG_014,Subtitling,Pending,,,Internal
a5839ccc-cb89-4b07-a1f5-dd3ff6de30a6,VER_TITLE_001239_003,LANG_025,Dubbing,Completed,2026-04-20T18:57:20.484450,0.8513742917755501,Scott and Sons
21da6c71-de0b-4b9d-aa24-5fe205ddce3b,VER_TITLE_001239_003,LANG_004,Subtitling,Pending,,,Internal
519377b2-3101-4e1b-a5e9-47a4d37b8e21,VER_TITLE_001239_005,LANG_010,Audio Description,Completed,2026-02-16T18:57:20.484550,0.8826150980576613,Internal
3ae99415-7c8e-4cfe-9d9b-3b0082c7379a,VER_TITLE_001239_005,LANG_028,Dubbing,Pending,,,"Mccullough, Sampson and Ferguson"
16e7370c-f8a7-4c39-9bde-076e657299de,VER_TITLE_001239_005,LANG_030,Audio Description,Completed,2026-01-15T18:57:20.484668,0.9361003461650086,"Williams, Baker and Crane"
a8fa3c08-5f95-40f3-8144-250c7a919fc5,VER_TITLE_001241_001,LANG_008,Voice-over,In Progress,,,Internal
a4828969-bc8c-401e-ad71-2e78649511f2,VER_TITLE_001242_002,LANG_022,Audio Description,Completed,2025-12-16T18:57:20.484874,0.9253048269688703,Green-Carr
a623c531-6271-41d1-b441-7034a2979e52,VER_TITLE_001242_002,LANG_019,Audio Description,Completed,2026-01-07T18:57:20.484969,0.9241243141107615,Stanton and Sons
41414a85-ea68-4748-907c-4c11a776775f,VER_TITLE_001242_002,LANG_014,Subtitling,QA Review,,,Internal
13f06fb0-2e0e-4bb3-a0c9-a14f83c77526,VER_TITLE_001242_003,LANG_010,Dubbing,In Progress,,,"Green, Copeland and Taylor"
765ff9a9-e8bc-48c6-a6d5-cf38b4dba0f2,VER_TITLE_001242_003,LANG_004,Audio Description,In Progress,,,Internal
058d3954-7712-4e5e-92f9-fee308909754,VER_TITLE_001243_000,LANG_018,Voice-over,In Progress,,,"Cooper, Duncan and Warner"
b82c340c-fd26-4390-838c-640fe0828cca,VER_TITLE_001243_000,LANG_025,Audio Description,Pending,,,Internal
a39d0184-ea19-4669-8928-83411bd93621,VER_TITLE_001243_000,LANG_023,Audio Description,In Progress,,,Williams-Meyer
649bba41-63ca-4614-91d8-46257601fb87,VER_TITLE_001243_002,LANG_022,Audio Description,In Progress,,,Internal
21d68f0d-a494-454f-852d-51cec7a1dbec,VER_TITLE_001243_002,LANG_002,Subtitling,In Progress,,,Internal
a6d0479b-4b5b-484b-935d-9d915325695f,VER_TITLE_001243_003,LANG_025,Subtitling,Pending,,,Internal
26ff2367-980e-4147-b405-cfcff928d9af,VER_TITLE_001243_003,LANG_010,Subtitling,Completed,2026-05-10T18:57:20.485553,0.9098611208292245,Internal
bc8d43f4-8648-447f-b22f-99fcfd10d5aa,VER_TITLE_001243_003,LANG_019,Voice-over,QA Review,,,Internal
e30edbd1-e160-4178-8f4d-301a1c0a21b4,VER_TITLE_001243_004,LANG_029,Voice-over,In Progress,,,Perez-Caldwell
61fa8d0a-7079-40ca-b73c-e4e583f96dc6,VER_TITLE_001244_000,LANG_002,Audio Description,In Progress,,,Internal
69e1ce67-028c-4765-be3b-d3ba376142d2,VER_TITLE_001244_000,LANG_026,Voice-over,In Progress,,,Internal
1a5ec7a2-a452-4c31-a679-de722ab967fa,VER_TITLE_001245_001,LANG_009,Voice-over,Pending,,,Mitchell-Kent
2c4014f3-64ff-4826-8e00-aa75deaf6769,VER_TITLE_001245_001,LANG_012,Audio Description,QA Review,,,Banks-Johnson
8314d8b8-855f-4790-a50f-b1f006cf7d4c,VER_TITLE_001245_001,LANG_011,Audio Description,QA Review,,,Thompson Group
366dcd30-5b87-445e-9e3d-825ec27f194a,VER_TITLE_001246_001,LANG_014,Subtitling,In Progress,,,Internal
644659fe-cca7-4d7a-9a58-d538469ade55,VER_TITLE_001246_004,LANG_029,Audio Description,In Progress,,,"Young, Gonzales and Padilla"
df694874-a96f-4b9f-b219-25bc8a8a1f24,VER_TITLE_001246_004,LANG_018,Dubbing,In Progress,,,"Wallace, Wheeler and Alexander"
8346ab16-902c-483f-9318-0d5a1eda9722,VER_TITLE_001247_000,LANG_023,Dubbing,QA Review,,,Internal
0962cf26-aa67-4df3-93c5-caf3745578f1,VER_TITLE_001247_000,LANG_004,Audio Description,Completed,2026-03-29T18:57:20.486393,0.8275206687393496,Internal
3d12bfe0-70de-4f6b-8233-7d70ceb5abb3,VER_TITLE_001247_000,LANG_029,Voice-over,In Progress,,,Perez Ltd
5049703e-c31e-456c-8245-d23d75feed96,VER_TITLE_001247_001,LANG_028,Audio Description,Pending,,,Internal
2a5579fb-3dfd-4750-a7a1-b919d78d582a,VER_TITLE_001250_000,LANG_002,Voice-over,QA Review,,,Internal
227a3193-f5a2-4f5b-b09f-4f4ff4e46831,VER_TITLE_001250_001,LANG_018,Audio Description,In Progress,,,Internal
